Document ID,Terms
81,"['forget', 'lover', 'club', 'look', 'cant', 'around', 'see', 'moon', 'sky', 'anything', 'friend', 'give', 'im', 'h', 'soon', 'writing', 'shadow', 'black', 'disco', 'bed', 'way', 'alone', 'devil']"
82,"['supposed', 'seen', 'like', 'embargo', 'pissed', 'country', 'president', 'read', 'bout', 'big', 'trust', 'megaton', 'yeah', 'nation', 'little', 'yes', 'great', 'crap', 'buy', 'isnt', 'guy', 'truth', 'year', 'guess', 'mario', 'im', 'public', 'gave', 'assassin', 'hot', 'everythings', 'lie', 'really', 'appropriate', 'howard', 'election', 'broadway', 'wazoo', 'miller', 'youre', 'lyin', 'daddy', 'shut', 'love', 'child', 'jersey', 'life', 'one', 'hour', 'get', 'gotcha', 'make', 'wood', 'okay', 'saudi', 'want', 'scared', 'lately', 'democratic', 'waking', 'waning', 'stay', 'man', 'thats', 'know', 'sacred', 'say', 'wrong', 'hamburger', 'everything', 'realize', 'lose', 'vote', 'someone', 'sammy', 'lookin', 'argue', 'talk', 'alright', 'understand', 'beach', 'doesnt', 'startin', 'gut', 'best', 'look', 'believe', 'thing', 'bit', 'crack', 'conclude', 'tellin', 'ozone', 'fix', 'prince', 'main', 'hell', 'come', 'arm', 'oil', 'paper', 'bad', 'still', 'talkin', 'massachusetts', 'back', 'take', 'dream', 'city', 'kid', 'dark', 'mile', 'cantone', 'seems', 'goin', 'who', 'packing', 'service', 'u', 'sewage', 'time', 'fuckin', 'way', 'babe', 'dont', 'deep', 'right', 'let', 'hold', 'better', 'piss', 'lying', 'bubula', 'tight', 'schmuck', 'johnson', 'fine', 'burnin', 'ten', 'need', 'kill', 'blame', 'airport', 'crate', 'close', 'democrat', 'voted', 'nightmare', 'administration', 'sorry', 'terrified', 'cast', 'republican', 'listenin', 'hole', 'grandma', 'theyre', 'baby', 'fucked', 'backbone', 'long', 'wasnt', 'mommy', 'sam', 'recording', 'whats', 'dick', 'ah']"
83,"['clear', 'chandelier', 'slightly', 'divine', 'like', 'horn', 'sail', 'thing', 'laura', 'feeling', 'hammerstein', 'mine', 'sounding', 'coat', 'floor', 'curtain', 'floating', 'eye', 'lady', 'original', 'shooting', 'slim', 'cast', 'walked', 'snowy', 'tall', 'head', 'taller', 'blew', 'soft', 'rodgers', 'guitar', 'star', 'cinderella', 'ballroom', 'osnes', 'naturally', 'window', 'broadway', 'drum', 'nightingale', 'turned', 'blue', 'hue', 'across', 'recording']"
84,"['sensibility', '思い叫び出せ', '果てにぶち壊せ', 'answer', 'circumstance', '弱虫の気持ちがわかる', 'やらなきゃ行けないの', 'その場だけ愛想笑い', 'feeling', 'wowwow', 'trust', 'go', 'want', 'na', '屁理屈だけ', 'standing', 'mighty', '押し付けて来ないで', 'always', 'afraid', '当たり前なんて', 'ready', 'color', 'いつから覚えたっけ', 'wow', '一人前だね', 'know', '拳月あげろう', '不器用な僕には難しいよ', 'truth', 'やりたくない事も', 'say', '今はいらないよ', '今更信じない', 'im', 'revolt', '笑顔の裏にある', 'wan', '誰も邪魔させない', 'lose', '阪急掲げて拳月上げろう', 'break', '逃げるための場所', 'really', 'リアルな汚い顔', 'このまま僕は終わりたくない', 'ここで戦うことを決めたんだ', 'whatever', 'high', 'hear', '誰もじゃまさせない', 'time', 'listen', '身勝手なおだて言葉', 'raise', 'depends', '叫び声を上げて', 'shut', 'ah']"
85,"['gun', 'one', 'lover', 'wish', 'version', 'like', 'wall', 'ever', 'help', 'better', 'lying', 'beat', 'fall', '2017', 'queen', 'standing', 'king', 'oh', 'yes', 'day', 'steal', 'swim', 'stay', 'fact', 'ill', 'drink', 'cause', 'say', 'mean', 'dyou', 'maybe', 'head', 'together', 'keep', 'dolphin', 'remember', 'david', 'though', 'nothing', 'away', 'side', 'could', 'bowie', 'kissed', 'u', 'time', 'shame', 'remastered', 'hero', 'safer', 'shot', 'drive']"
86,"['gun', 'klax', 'one', 'lover', 'wish', 'like', 'ever', 'help', 'better', 'well', 'beat', 'fall', 'queen', 'standing', 'ohohohohh', 'king', 'yeah', 'oh', 'yes', 'day', 'edit', 'swim', 'fell', 'fact', 'stay', 'ill', 'remix', 'drink', 'radio', 'cause', 'say', 'mean', 'maybe', 'head', 'youd', 'mix', 'together', 'keep', 'dolphin', 'remember', 'david', 'noone', 'though', 'nothing', 'away', 'side', 'could', 'bowie', 'kissed', 'u', 'time', 'shame', 'hero', 'safer', 'shot', 'drive']"
87,"['gun', 'one', 'lover', 'wish', 'like', 'wall', 'ever', 'help', 'better', '2000', 'lying', 'beat', 'fall', 'queen', 'standing', 'ohohohohh', 'king', 'oh', 'yes', 'live', 'day', 'swim', 'stay', 'fact', 'glastonbury', 'ill', 'drink', 'cause', 'say', 'mean', 'dyou', 'maybe', 'head', 'together', 'keep', 'dolphin', 'remember', 'david', 'though', 'nothing', 'away', 'side', 'could', 'bowie', 'kissed', 'u', 'time', 'shame', 'hero', 'safer', 'shot', 'drive']"
88,"['gun', 'one', 'lover', 'wish', 'like', 'wall', 'ever', 'help', 'better', 'lying', 'beat', 'fall', 'queen', 'standing', 'ohohohohh', 'king', 'oh', 'yes', 'day', 'steal', 'helden', 'swim', 'stay', 'fact', 'ill', 'drink', 'cause', 'say', 'remaster', 'mean', 'dyou', 'maybe', 'head', 'together', 'keep', '2001', 'dolphin', 'remember', 'david', 'though', 'nothing', 'away', 'side', 'could', 'bowie', 'kissed', 'u', 'time', 'shame', 'hero', 'safer', 'shot', 'drive']"
89,"['dont', 'ta', 'word', 'make', 'cant', 'today', 'feel', 'go', 'happen', 'reservation', 'deal', 'aint', 'heard', 'man', 'know', 'wolfmother', 'im', 'mean', 'head', 'listening', 'converted', 'preach', 'nothing', 'coming', 'cheap', 'listened', 'time', 'listen', 'sitting', 'walk', 'talk', 'said', 'got']"
90,"['extraordinary', 'one', 'track', 'wife', 'dont', 'next', 'let', 'like', 'ambassador', 'president', 'thank', 'baker', 'france', 'go', 'coquette', 'want', 'scared', 'woman', 'would', 'hatter', 'james', 'oh', 'little', 'yes', 'surprise', 'steal', 'stop', 'hey', 'six', 'imposing', 'ohho', 'know', 'mr', 'come', 'ohare', 'becky', 'nice', 'guess', 'cast', 'sorry', 'im', 'denis', 'half', 'reckoned', 'ho', 'clow', 'assassin', 'think', 'figure', 'foard', 'death', 'garfield', 'merwin', 'handsome', 'broadway', 'mad', 'ann', 'train', 'kiss', 'terrifying', 'recording', 'alright']"
91,"['room', 'wont', 'underneath', 'began', 'help', 'faded', 'bare', 'told', 'started', 'carve', 'little', 'asked', 'change', 'react', 'grandfather', 'find', 'free', 'money', 'fly', 'every', 'grandad', 'set', 'lie', 'till', 'left', 'closed', 'knife', 'shed', 'life', 'alcoholic', 'orphan', 'moved', 'came', 'misery', 'took', 'pray', 'wet', 'eye', 'glass', 'tobacco', 'rage', 'wooden', 'man', 'stand', 'tear', 'colour', 'booze', 'banana', 'cold', 'person', 'door', 'anymore', 'barely', 'onsind', 'never', 'could', 'couldnt', 'even', 'behind', 'loss', 'dead', '15', 'murderer', 'waited', 'best', 'thing', 'mine', 'kin', 'sat', 'found', 'looking', 'day', 'deper', 'can', 'gray', 'composure', 'strength', 'solution', 'broken', 'paper', 'back', 'thought', 'hid', 'break', 'regaining', 'hide', 'mile', 'drove', 'dried', 'time', 'many', 'way', 'alone', 'next', 'made', 'stair', 'better', 'stare', 'floor', 'beating', 'hurt', 'live', 'need', 'six', 'november', 'step', 'town', 'situation', 'body', 'empty', 'extent', 'month', 'father', 'theyre', 'plan', 'funded', 'away', 'train', 'turned', 'shade']"
92,"['worry', 'dont', 'used', 'like', 'everybody', 'let', 'lone', 'thing', 'hard', 'feel', 'go', 'outside', 'decay', 'want', 'call', 'na', 'would', 'afraid', 'bike', 'felt', 'tv', 'covered', 'day', 'loud', 'need', 'new', 'find', 'know', 'nowhere', 'something', 'alive', 'im', 'cold', 'still', 'sometimes', 'every', 'latterman', 'gon', 'snow', 'singing', 'place', 'didnt', 'decided', 'remember', 'home', 'left', 'falling', 'porch', 'song', 'silence', 'explain', 'could', 'never', 'ive', 'arent', 'voice', 'asks', 'house', 'way', 'alone', 'sing', 'apart', 'got']"
93,"['pisa', 'randys', 'like', 'later', 'bridge', 'show', 'leapt', 'lem', 'college', 'fort', 'oh', 'nevermind', 'globe', 'pick', 'beth', 'leaning', 'going', 'saw', 'im', 'valley', 'composition', 'stripe', 'place', 'study', 'watch', 'matter', 'front', 'embarrass', 'four', 'alleghaney', 'shes', 'teach', 'much', 'yet', 'broadway', 'daddy', 'm', 'shaded', 'important', 'judy', 'class', 'map', 'life', 'one', 'bubble', 'mess', 'school', 'make', 'tower', 'okay', 'musical', 'want', 'area', 'allison', 'real', 'book', 'state', 'sydney', 'keystone', 'thats', 'know', 'shading', 'drawing', 'stepping', 'inside', 'square', 'potential', 'taking', 'paint', 'creek', 'pennslyvania', 'fun', 'hmhm', 'closet', 'rugged', 'jane', 'beach', 'doesnt', 'trying', 'form', 'artist', 'look', 'cant', 'become', 'see', 'people', 'mine', 'park', 'michael', 'killed', 'reading', 'still', 'take', 'bruce', 'cerveris', 'dark', 'home', 'house', 'plateau', 'caption', 'explain', 'mmm', 'tomorrow', 'time', 'unless', 'way', 'ruin', 'sitting', 'mountain', 'right', 'dont', 'um', 'dimension', 'let', 'bum', 'uncle', 'try', 'better', 'showing', 'well', 'truck', 'whole', 'learn', 'floating', 'kuhn', 'uh', 'family', 'new', 'exploding', 'ridge', 'christian', 'interesting', 'give', 'something', 'born', 'john', 'halfbaked', 'winter', 'malone', 'draw', 'month', 'father', 'lucas', 'theyre', 'learning', 'long', 'germany', 'care', 'aunt', 'whats', 'said']"
94,"['tried', 'like', 'feeling', 'go', 'chase', 'leave', 'gone', 'change', 'crusade', 'forgot', 'im', 'line', 'burn', 'holdyourtongue', 'pop', 'set', 'till', 'left', 'another', 'four', 'hearing', 'fucking', 'youre', 'pirate', 'keeping', 'one', 'get', 'ship', 'bond', 'morning', 'drowning', 'discipline', 'na', 'stand', 'thats', 'know', 'anything', 'tired', 'say', 'havent', 'head', 'moving', 'spinning', 'keep', 'lose', 'think', 'monkey', 'mission', 'worse', 'someone', 'parade', 'choose', 'could', 'got', 'wouldnt', 'thing', 'crush', 'anyway', 'drop', 'world', 'begun', 'ill', 'circle', 'mouth', 'back', 'ground', 'break', 'staring', 'last', 'track', 'right', 'dont', 'let', 'hold', 'piss', 'stare', 'barreling', 'damned', 'forward', 'wing', 'sort', 'bright', 'step', 'born', 'gon', 'sun', 'coming', 'long', 'train', 'dillinger', 'care', 'drown', 'shot']"
95,"['bottle', 'monty', 'graf', 'hard', 'happen', 'yeah', 'oh', 'station', 'cracked', 'dunno', 'creep', 'im', 'burn', 'light', 'sleep', 'shitty', 'cry', 'lawrence', 'youre', 'blue', 'love', 'one', 'make', 'stayed', 'dragginh', 'morning', 'tired', 'say', 'lonely', 'lay', 'door', 'bruised', 'worse', 'leaf', 'car', 'talk', 'belive', 'tile', 'around', 'pretend', 'sky', 'sidewalk', 'ill', 'apathy', 'arm', 'rub', 'smile', 'back', 'sign', 'take', 'melted', 'slamming', 'bent', 'seems', 'fire', 'walk', 'sit', 'way', 'weight', 'next', 'palm', 'right', 'let', 'liquor', 'better', 'street', 'sting', 'well', 'damned', 'fine', 'exhaustion', 'felt', 'need', 'pain', 'box', 'id', 'learning', 'concave', 'away', 'long', 'store', 'sick', 'black', 'ive', 'kiss', 'scraping', 'whats', 'burning']"
96,"['golden', 'full', 'wont', 'right', 'marriage', 'dont', 'make', 'c', 'mouse', 'country', 'dee', 'believe', 'thing', 'become', 'join', 'fairy', 'everyday', 'people', 'well', 'victoria', 'happen', 'woman', 'ago', 'world', 'five', 'pumpkin', 'day', 'course', 'carriage', 'change', 'godmother', 'prince', 'horse', 'aand', 'impossible', 'foldelrol', 'minute', 'fg', 'yellow', 'say', 'daft', 'beggar', 'fiddly', 'every', 'white', 'keep', 'clark', 'sensible', 'possible', 'suppose', 'four', 'hope', 'never', 'zany', 'could', 'eyed', 'fool', 'dope', 'building', 'couldnt', 'youre', 'dewy', 'rule', 'anyhthing', 'plain', 'happening', 'bumpkin']"
97,"['forgetting', 'forget', 'secret', 'agony', 'like', 'vacancy', 'roll', 'demon', 'little', 'gone', 'find', 'isnt', 'carry', 'guess', 'put', 'saw', 'alive', 'becomes', 'chest', 'bow', 'place', 'without', 'loving', 'left', 'done', 'hope', 'define', 'echo', 'reality', 'map', 'one', 'dragged', 'make', 'mass', 'misery', 'remorse', 'took', 'picture', 'halfway', 'stone', 'thats', 'stand', 'know', 'name', 'independence', 'wrong', 'hand', 'youd', 'laid', 'haunt', 'barely', 'pride', 'never', 'bliss', 'could', 'company', 'void', 'bed', 'grow', 'beneath', 'dead', 'thing', 'charcoal', 'fade', 'beat', 'sky', 'called', 'weve', 'day', 'sense', 'sure', 'rest', 'ill', 'slowly', 'memory', 'dipped', 'broken', 'gold', 'half', 'back', 'breathe', 'resonate', 'thought', 'ground', 'insanity', 'among', 'blood', 'regret', 'time', 'last', 'dance', 'bring', 'track', 'wish', 'dont', 'weight', 'word', 'let', 'hold', 'torment', 'try', 'reminds', 'lying', 'whole', 'mud', 'need', 'wing', 'near', 'step', 'past', 'passed', 'empty', 'resentment', 'hear', 'brings', 'burning', 'said']"
98,"['peru', 'silkworm', 'mouse', 'african', 'go', 'girl', 'little', 'always', 'meek', 'open', 'princess', 'upon', 'forgot', 'milan', 'find', 'milkmaid', 'im', 'fly', 'silk', 'thief', 'flock', 'sport', 'huntress', 'yet', 'spot', 'love', 'fancy', 'one', 'prima', 'seek', 'want', 'men', 'dancing', 'sally', 'stay', 'stand', 'know', 'japan', 'sea', 'heiress', 'lost', 'play', 'osnes', 'command', 'meet', 'fun', 'jungle', 'calcutta', 'anywhere', 'laura', 'world', 'arm', 'type', 'glad', 'back', 'kind', 'obey', 'chair', 'mild', 'game', 'mermaid', 'night', 'way', 'alone', 'cool', 'gun', 'forth', 'bring', 'made', 'dangerous', 'safari', 'unarmed', 'queen', 'corner', 'lioness', 'lair', 'wing', 'donna', 'young', 'norwegian', 'air', 'quarry', 'greatest', 'long', 'mad', 'whatever', 'hear', 'house', 'confident']"
99,"['life', 'judging', 'belt', 'answer', 'believe', 'cant', 'answered', 'fall', 'bible', 'fate', 'condemned', 'learn', 'asked', 'eye', 'discrimination', 'need', 'tunnel', 'vision', 'based', 'evolve', 'year', 'born', 'judge', 'still', 'choice', 'burn', 'sex', 'condemning', 'question', 'bigot', 'forsaken', 'think', 'ignorance', 'judged', 'fuck', 'really', 'narrowminded', 'fucking', 'u', 'rejected', 'youre', 'failure', 'plagued', 'quick', 'way', 'story']"
100,"['room', 'right', 'dont', 'let', 'like', 'somewhat', 'thing', 'see', 'al', 'feel', 'jack', 'move', 'truck', 'since', 'dad', 'table', 'want', 'musical', 'oh', 'afraid', 'envious', 'uh', 'crazy', 'great', 'new', 'step', 'thats', 'michael', 'beth', 'confess', 'going', 'im', 'freedom', 'malone', 'pulpit', 'draw', 'bruce', 'dear', 'cerveris', 'panel', 'home', 'front', 'coming', 'broadway', 'flying', 'wasnt', 'living', 'fun', 'high', 'ive', 'alison', 'hit', 'whats']"
101,"['dont', 'instrumental', 'let', 'far', 'learned', 'better', 'hard', 'cant', 'become', 'frpm', 'show', 'may', 'save', 'go', 'lord', 'strong', 'finding', 'looking', 'oh', 'mistake', 'electric', 'live', 'wait', 'resist', 'waiting', 'skinny', 'ill', 'confused', '2006', 'easy', 'cost', 'wrong', 'im', 'wanted', 'pa', 'please', 'pay', 'lost', 'factory', 'philadelphia', 'done', 'abuse', 'long', 'regret', 'ive', 'fray', 'love']"
102,"['golden', 'full', 'wont', 'marriage', 'c', 'mouse', 'country', 'foldarol', 'believe', 'thing', 'become', 'pom', 'join', 'ensemble', 'joinssible', 'people', 'victoria', 'plain', 'fiddledeedee', 'worl', 'zannies', 'pumpkin', 'day', 'course', 'carriage', 'prince', 'horse', 'easily', 'impossible', 'quite', 'yellow', 'say', 'ohah', 'daft', 'every', 'white', 'keep', 'clark', 'sensible', 'possible', 'four', 'hope', 'eyed', 'fool', 'dope', 'building', 'dewy', 'marie', 'turned', 'rule', 'ah', 'happening', 'bumpkin']"
103,"['golden', 'full', 'wont', 'marriage', 'c', 'mouse', 'country', 'foldarol', 'believe', 'thing', 'become', 'pom', 'join', 'ensemble', 'joinssible', 'people', 'hammerstein', 'plain', 'fiddledeedee', 'worl', 'zannies', 'pumpkin', 'day', 'course', 'carriage', 'original', 'prince', 'horse', 'easily', 'impossible', 'quite', 'yellow', 'say', 'ohah', 'daft', 'cast', 'every', 'white', 'keep', 'sensible', 'possible', 'rodgers', 'four', 'hope', 'cinderella', 'broadway', 'eyed', 'fool', 'dope', 'building', 'dewy', 'marie', 'turned', 'rule', 'ah', 'happening', 'bumpkin']"
104,"['one', 'deep', 'get', 'ta', 'right', 'kay', 'make', 'better', 'today', 'morning', 'woke', 'go', 'bill', 'night', 'along', 'na', 'called', 'monday', 'good', 'fine', 'yes', 'day', 'hated', 'weather', 'man', 'ill', 'rise', 'know', 'anything', 'find', 'going', 'cause', 'paying', 'wrong', 'moving', 'take', 'gon', 'singing', 'sun', 'till', 'showin', 'youve', 'starr', 'song', 'away', 'sunday', 'breath', 'pill', 'youre', 'shine', 'curing', 'throw', 'bed', 'way', 'said', 'got']"
105,"['supposed', 'wont', 'like', 'spoke', 'underline', 'go', 'bruise', 'yeah', 'college', 'idea', 'remove', 'beth', 'going', 'guy', 'year', 'im', 'griffin', 'place', 'four', 'messed', 'emily', 'relieved', 'million', 'broadway', 'much', 'billion', 'youre', 'worry', 'one', 'commerical', 'get', 'ta', 'everybody', 'also', 'okay', 'thousand', 'peaceful', 'musical', 'want', 'must', 'good', 'book', 'insane', 'popular', 'sydney', 'cherry', 'drawing', 'say', 'september', 'instantly', 'start', 'fun', 'spend', 'practice', 'talk', 'got', 'dead', 'shall', 'look', 'birney', 'oberlin', 'see', 'neck', 'crack', 'anyway', '15th', 'call', 'thanks', 'perez', 'cleaning', 'world', 'course', 'wow', 'ill', 'rest', 'michael', 'reading', 'joel', 'take', 'sign', 'noah', 'kid', 'bruce', 'break', 'cerveris', 'home', 'hinsdale', 'dont', 'let', 'better', 'feel', 'pete', 'dad', 'seven', 'commercial', 'wait', 'family', 'new', 'quite', 'give', 'office', 'sorry', 'malone', 'lucas', 'skeggs', 'top', 'coming', 'trauma', 'brochure', 'throw']"
106,"['holding', 'ball', 'like', 'eagle', 'cant', 'ever', 'finally', 'told', 'cover', 'feel', 'knock', 'sky', 'found', 'reach', 'dancing', 'afraid', 'eye', 'gone', 'waiting', 'suddenly', 'ill', 'lifted', 'losing', 'close', 'say', 'newman', 'type', 'im', 'heart', 'randy', 'back', 'taller', 'dream', 'everything', 'light', 'control', 'dark', 'turn', 'tell', 'tree', 'late', 'could', 'tonight', 'relax', 'wasnt', 'imagined', 'high', 'catch', 'hear', 'even', 'superhero', 'music', 'black', 'night', 'alone', 'excuse', 'devil']"
107,"['life', 'one', 'franklin', 'ought', 'help', 'gentleman', 'hail', 'considered', 'quit', 'may', 'move', 'least', 'possibility', 'fall', 'jeffrey', 'wine', 'good', 'existence', 'reproach', 'idea', 'grand', 'oh', 'yes', 'work', 'state', 'day', 'lady', 'chief', 'glorious', 'kuhn', 'michael', 'shooting', 'know', 'ohare', 'say', 'office', 'something', 'presidency', 'give', 'united', 'aspire', 'cast', 'denis', 'toast', 'hurt', 'take', 'everything', 'assassin', 'think', 'cerveris', 'appendix', 'miami', 'reassures', 'roosevelt', 'really', 'limitless', 'among', 'nothing', 'broadway', 'u', 'smoke', 'couldnt', 'mere', 'short', 'recording', 'stomach']"
108,"['dia', 'su', 'fue', 'recordando', 'hoy', 'la', 'cuidar', 'recuerdo', 'carta', 'que', 'supo', 'un', 'amor', 'existe', 'ska', 'lamba', 'se', 'pecho', 'mi', 'inspector', 'el', 'rencor', 'entrego', 'llorando', 'estara', 'en']"
109,"['room', 'help', 'chrisitan', 'leapt', 'blocked', 'started', 'go', 'union', 'fall', 'yeah', 'idea', 'oh', 'yes', 'work', 'open', 'joint', 'beth', 'going', 'guess', 'put', 'cmon', 'im', 'attenti', 'every', 'newfound', 'hi', 'unable', 'end', 'everythings', 'left', 'youve', 'wheres', 'emily', 'broadway', 'fucking', 'youre', 'judy', 'tsunamilike', 'life', 'one', 'school', 'introduce', 'attention', 'okay', 'beginning', 'musical', 'want', 'would', 'stand', 'man', 'thats', 'know', 'knowing', 'painting', 'drawing', 'person', 'roberta', 'everything', 'think', 'colindrez', 'didnt', 'gay', 'fun', 'smoke', 'working', 'talk', 'foot', 'ever', 'god', 'around', 'see', 'remembering', 'three', 'threw', 'dougs', 'stop', 'hey', 'sure', 'ill', 'hello', 'michael', 'hell', 'come', 'cause', 'paying', 'dammit', 'described', 'queerness', 'kind', 'bruce', 'sound', 'cerveris', 'process', 'home', 'caption', 'blaming', 'nothing', 'brinley', 'voice', 'way', 'happened', 'happening', 'dont', 'let', 'problem', 'stair', 'he', 'mom', 'almost', 'meeting', 'since', 'dad', 'fine', 'kuhn', 'need', 'town', 'hectoring', 'new', 'christian', 'minute', 'single', 'something', 'john', 'probably', 'malone', 'father', 'month', 'edge', 'skeggs', 'revelation', 'shrewed', 'cosgroves', 'mad', 'whats']"
110,"['il', 'nel', 'lignora', 'dolci', 'tazza', 'sinebriì', 'gaudio', 'libiamo', 'così', 'cinvita', 'voluttà', 'lamore', 'giuseppe', 'abbella', 'caldi', 'è', 'si', 'calici', 'fior', 'lieti', 'suscita', 'dividere', 'vita', 'nasce', 'godiamo', 'fervido', 'al', 'onnipotente', 'destin', 'sami', 'verdi', 'fugace', 'follia', 'amor', 'paradiso', 'tutto', 'nelieti', 'mondo', 'amore', 'baci', 'e', 'accento', 'più', 'fra', 'tempo', 'dite', 'piacer', 'goder', 'poichè', 'cantico', 'dellamore', 'giocondo', 'nol', 'infiora', 'lusinghier', 'ne', 'se', 'nuovo', 'godiam', 'va', 'riso', 'ancora', 'che', 'nè', 'quando', 'tra', 'tripudio', 'core', 'dì', 'bellezza', 'la', 'saprò', 'notte', 'mio', 'scopra', 'fremiti', 'ciò', 'un', 'libiam', 'non', 'rapido', 'chi', 'può', 'os', 'questo', 'voi', 'muore', 'fuggevol', 'avrà', 'quellocchio', 'ah']"
111,"['amuse', 'life', 'one', 'right', 'dont', 'like', 'try', '18', 'selling', 'glencer', 'day', 'michael', 'thats', 'truth', 'saying', 'wrong', 'underestimate', 'think', 'theyre', 'abuse', 'never', 'youre', 'magic', 'gift', 'understand']"
112,"['full', 'seen', 'like', 'exist', 'girl', 'yeah', 'leave', 'callin', 'earth', 'asking', 'im', 'money', 'uhuh', 'mixed', 'end', 'doin', 'place', 'watch', 'fuck', 'million', 'self', 'there', 'havoc', 'life', 'one', 'point', 'get', 'might', 'okay', 'peaceful', 'sad', 'na', 'field', 'man', 'know', 'dyin', 'wrong', 'mean', 'head', 'inside', 'think', 'ima', 'choose', 'could', 'tonight', 'even', 'bed', 'ayy', 'talk', 'optimistic', 'cryin', 'cant', 'phone', 'see', 'people', 'mist', 'world', 'bro', 'stop', 'askin', 'homicide', 'come', 'overseas', 'cause', 'bad', 'loneliness', 'hate', 'still', 'dream', 'wan', 'skin', 'shit', 'seems', 'lean', 'em', 'way', 'mountain', 'gun', 'beautiful', 'right', 'dont', 'styrofoam', 'paradise', 'soul', 'feel', 'cup', 'fine', 'happiness', 'live', 'need', 'six', 'pain', 'die', 'heart', 'chill', 'double', 'baby', 'nobody', 'bitch', 'black', 'brings', 'level', 'livin']"
113,"['purple', 'wake', 'deep', 'word', 'silver', 'santino', 'hammerstein', 'moon', 'pray', 'angel', 'sky', 'looking', 'found', 'oh', 'dancing', 'dust', 'eye', 'day', 'original', 'ill', 'come', 'cast', 'loneliness', 'fontanalaura', 'sea', 'back', 'soon', 'ask', 'lie', 'taking', 'rodgers', 'turn', 'home', 'star', 'cinderella', 'start', 'shes', 'evening', 'osnes', 'broadway', 'flying', 'heaven', 'hear', 'blue', 'flaked', 'recording', 'love', 'sunrise']"
114,"['e', 'mano', 'vorrei', 'da', 'il', 'qui', 'più', 'fra', 'masetto', 'la', 'poco', 'io', 'giovanni', 'amadeus', 'mio', 'pene', 'cangerò', 'ci', 'felice', 'dirai', 'fa', 'andiam', 'ristorar', 'innocente', 'presto', 'mozart', 'diletto', 'un', 'vieni', 'sé', 'amor', 'ver', 'non', 'sì', 'bene', 'wolfgang', 'può', 'vedi', 'è', 'forte', 'darem', 'mi', 'duet', 'tua', 'ancor', 'ben', 'sarei', 'son', 'lontano', 'trema', 'là', 'cor', 'burlarmi', 'pietà', 'dun', 'sorte', 'partiam', 'di', 'bel', 'le', 'zerlina', 'cangierò']"
115,"['tú', 'mañana', 'disimula', 'fue', 'ti', 'segura', 'dormía', 'ranquila', 'conmigo', 'mucho', 'propio', 'pasará', 'los', 'harta', 'importó', 'tienes', 'cogía', 'cualquier', 'do', 'mi', 'más', 'si', 'el', 'dejame', 'esta', 'seguimos', 'mejor', 'sonrió', 'en', 'echo', 'ante', 'tumbaba', 'jersey', 'esperar', 'fondo', 'día', 'empresa', 'al', 'está', 'tranquila', 'todo', 'estarás', 'dudó', 'besol', 'metía', 'una', 'ha', 'porque', 'estés', 'que', 'quería', 'pero', 'amor', 'quédate', 'hago', 'piratas', 'nada', 'esto', 'quedas', 'de', 'solo', 'podría', 'expresa', 'queja', 'claro', 'cogió', 'estaré', 'por', 'estabann', 'e', 'cabeza', 'yo', 'mejila', 'caminando', 'abrazaba', 'seremos', 'destrozado', 'aún', 'para', 'contenta', 'fastidiando', 'pasa', 'dejó', 'mayor', 'se', 'dijo', 'mueca', 'dio', 'era', 'verás', 'pesar', 'peor', 'ser', 'menos', 'encima', 'casa', 'mía', 'aprender', 'sólo', 'le', 'recogiendo', 'tocaba', 'su', 'cuidaré', 'estado', 'la', 'importa', 'bien', 'aprendido', 'cae', 'demasiado', 'nunca', 'puerta', 'un', 'dice', 'jugaba', 'empezaré', 'siendo', 'irá', 'te', 'sigue', 'colegio', 'sin', 'ya', 'preocupes', 'lado', 'llegar', 'cocina', 'suelo', 'lo']"
116,"['friendship', 'one', 'trying', 'dont', 'look', 'believe', 'cant', 'help', 'thing', 'god', 'guarding', 'capable', 'less', 'well', 'feel', 'happen', 'want', 'true', 'world', 'tightening', 'upon', 'man', 'society', 'know', 'anything', 'come', 'net', 'warning', 'morphine', 'im', 'revenge', 'every', 'take', 'everything', 'predicted', 'finished', 'think', 'taking', 'inferno', 'tell', 'run', 'telling', 'encourages', 'yet', 'toll', 'ive', 'time', 'arent', 'unthinkable', 'proud', 'watching']"
117,"['dancin', 'thatll', 'told', 'bout', 'big', 'show', 'go', 'rough', 'careful', 'honey', 'heard', 'boy', 'friend', 'put', 'im', 'kinda', 'done', 'south', 'really', 'rainey', 'old', 'get', 'ta', 'morning', 'want', 'na', 'strong', 'shown', 'good', 'raineys', 'ah', 'crazy', 'stay', 'man', 'say', 'stomp', 'alabamy', 'soon', 'prance', 'sammy', 'swell', 'gettin', 'jew', 'got', 'early', 'best', 'look', 'ought', 'see', 'call', 'found', 'cabaret', 'day', 'latest', 'affair', 'rest', 'ill', 'yall', 'come', 'wan', 'break', 'neighborhood', 'who', 'band', 'last', 'dance', 'night', 'way', 'dont', 'let', 'learn', 'wait', 'trance', 'gon', 'grandma', 'baby', 'bottom', 'black', 'hear', 'grandpa', 'said']"
