Document ID,Terms
236,"['lookalikes', 'like', 'getting', '1', 'big', 'nah', 'go', 'sauce', 'yeah', 'christ', 'tarter', 'going', 'truth', 'barbecue', 'farther', 'creep', 'im', 'money', 'buncha', 'starter', 'motherfucker', 'rocking', 'every', 'balance', 'till', 'fuck', 'another', 'playing', 'fucking', 'breath', 'old', 'daughter', 'one', 'stunna', 'get', 'crew', 'na', 'wine', 'poof', 'rap', 'breadcrumb', 'covered', 'clone', 'rover', 'lick', 'keep', 'uicide', 'could', 'meet', 'booth', 'pearl', 'car', 'butter', 'got', 'proof', 'martyr', 'see', 'beat', 'ride', 'drop', 'yung', 'day', 'marble', 'respect', 'uicides', 'southern', 'flow', 'accent', 'gold', 'still', 'back', 'white', 'wan', 'loth', 'shit', 'bent', 'debt', 'key', 'toll', 'smoking', 'blunt', 'sipping', 'steady', 'red', 'devil', 'dont', 'let', 'hold', 'suicide', 'lying', '808s', 'truck', 'whole', 'blowing', 'aint', 'fried', 'goku', 'tryna', 'others', 'uicideboy', 'stutter', 'committed', 'riding', 'tooth', 'give', 'born', 'broke', 'flex', 'puffing', 'sun', 'death', 'top', 'check', 'talking', 'bitch', 'here', 'ya', 'lil', 'dope', 'slap']"
237,"['kit', 'prowler', 'wagon', 'like', 'monte', 'fresh', 'block', 'hard', '1', 'bout', 'big', 'stunt', 'roll', 'viper', 'hang', 'hood', 'james', 'work', 'eyebrow', 'boy', 'playin', 'sittin', 'stunnin', 'put', 'creep', 'im', 'thinkin', 'chan', 'fly', 'pop', 'money', 'dub', 'every', 'football', 'light', 'stripe', 'hot', 'piece', 'doin', 'watch', 'fuck', 'another', 'swing', 'million', 'yet', 'round', 'hoppin', 'suell', 'wrist', 'drive', 'b', 'stunna', 'bubble', 'one', 'daughter', 'get', 'club', 'jaguar', 'kitted', 'version', 'bond', 'carlo', 'jewel', 'teeth', 'want', 'lexus', 'twist', 'til', 'eye', 'stay', 'field', 'thats', 'plane', 'know', '10', 'rover', 'changed', 'nigga', 'dog', 'royce', 'bumpin', 'as', 'wayne', 'platinum', 'keep', 'ima', 'water', 'blingin', 'lost', 'mack', 'cut', 'star', 'play', 'start', 'jag', 'could', 'brick', 'bluckablucka', 'cadillac', 'chrome', 'car', 'drunk', 'rock', 'juvenile', 'chain', 'week', 'talk', 'understand', 'got', 'foot', 'look', 'believe', 'cant', 'ever', 'thing', 'around', 'motherfuckin', 'see', 'hug', 'explicit', 'people', 'ride', 'beat', 'call', 'hittin', 'weezy', 'drop', 'bangin', 'tymer', 'representin', 'juvie', 'crystal', 'number', 'bubbleeye', 'bought', 'hangin', 'ill', 'yall', 'come', 'arm', 'cause', 'l', 'mercedes', 'spark', 'simple', 'bad', 'met', 'bentleys', 'still', 'twinkle', 'first', 'hoe', '2001', 'drinkin', 'city', 'cooked', 'evil', 'dark', 'showin', 'jackie', 'shit', 'house', 'son', 'bos', 'weed', 'fire', 'rally', 'key', 'grill', 'rookie', 'g', 'pussy', 'shine', 'em', 'last', 'walk', 'night', 'fuckin', 'upt', 'plain', 'ring', 'right', 'dont', 'let', 'hold', 'frog', 'street', 'sucked', 'quit', 'tymers', 'feel', 'cash', 'crissy', 'private', 'driver', 'truck', 'hook', 'whole', 'jumpin', 'aint', 'yu', 'ice', 'live', 'yukon', 'need', 'tv', 'knievil', 'wait', 'new', 'die', 'fast', 'seat', 'slow', 'stunnas', 'give', 'glisten', 'hummer', 'diamond', 'beef', 'tangle', 'stun', 'bryan', 'introduction', 'outstunt', 'button', 'atrice', 'tryin', 'baby', 'top', 'happenin', 'bitch', '20inch', 'middle', 'whwhat', 'benz', 'ya', 'mad', 'playboy', 'busta', 'mcgyver', 'nugs', 'hit', 'whats', 'dick', 'thug']"
238,"['kit', 'prowler', 'wagon', 'like', 'monte', 'fresh', 'block', 'hard', '1', 'bout', 'big', 'stunt', 'roll', 'viper', 'hang', 'hood', 'james', 'work', 'eyebrow', 'boy', 'playin', 'sittin', 'stunnin', 'put', 'creep', 'im', 'thinkin', 'chan', 'fly', 'pop', 'money', 'dub', 'every', 'football', 'light', 'stripe', 'hot', 'piece', 'doin', 'watch', 'fuck', 'another', 'swing', 'million', 'yet', 'round', 'hoppin', 'suell', 'wrist', 'drive', 'b', 'stunna', 'bubble', 'one', 'daughter', 'get', 'club', 'jaguar', 'kitted', 'bond', 'carlo', 'jewel', 'teeth', 'want', 'lexus', 'twist', 'til', 'eye', 'stay', 'field', 'thats', 'plane', 'know', '10', 'rover', 'changed', 'nigga', 'dog', 'royce', 'bumpin', 'as', 'wayne', 'platinum', 'keep', 'ima', 'water', 'blingin', 'lost', 'mack', 'cut', 'star', 'play', 'start', 'jag', 'could', 'brick', 'bluckablucka', 'cadillac', 'chrome', 'car', 'drunk', 'rock', 'juvenile', 'chain', 'week', 'talk', 'understand', 'got', 'foot', 'look', 'believe', 'cant', 'ever', 'thing', 'around', 'motherfuckin', 'see', 'hug', 'people', 'ride', 'beat', 'call', 'hittin', 'weezy', 'drop', 'bangin', 'tymer', 'representin', 'juvie', 'crystal', 'number', 'bubbleeye', 'bought', 'hangin', 'ill', 'yall', 'come', 'arm', 'cause', 'l', 'mercedes', 'spark', 'simple', 'bad', 'met', 'bentleys', 'still', 'twinkle', 'first', 'hoe', '2001', 'drinkin', 'city', 'cooked', 'evil', 'dark', 'showin', 'jackie', 'shit', 'house', 'son', 'bos', 'weed', 'fire', 'rally', 'key', 'grill', 'rookie', 'g', 'pussy', 'shine', 'em', 'last', 'walk', 'night', 'fuckin', 'upt', 'plain', 'ring', 'right', 'dont', 'let', 'hold', 'frog', 'street', 'sucked', 'quit', 'tymers', 'feel', 'cash', 'crissy', 'private', 'driver', 'truck', 'hook', 'whole', 'jumpin', 'aint', 'yu', 'ice', 'live', 'yukon', 'need', 'tv', 'knievil', 'wait', 'new', 'die', 'fast', 'seat', 'slow', 'stunnas', 'give', 'glisten', 'hummer', 'diamond', 'beef', 'tangle', 'stun', 'bryan', 'introduction', 'outstunt', 'button', 'atrice', 'tryin', 'baby', 'top', 'happenin', 'bitch', '20inch', 'middle', 'whwhat', 'benz', 'ya', 'mad', 'playboy', 'busta', 'mcgyver', 'nugs', 'hit', 'whats', 'dick', 'thug']"
239,"['speak', 'hour', 'deep', 'getting', 'god', 'crush', 'angel', 'touched', 'reach', 'yeah', 'fine', 'symphony', 'waking', 'day', 'teenage', 'velvet', 'rise', 'find', 'know', 'come', '10', 'say', 'year', 'something', 'safe', 'guess', 'lonely', 'fly', 'sun', 'place', 'softly', 'abides', 'shes', 'sleep', 'away', 'could', 'time', 'youll', 'love', 'alone', 'said']"
240,"['instrumental', 'rhytm', 'seen', 'let', 'made', 'god', 'thing', 'big', 'bit', 'jones', 'feel', 'mine', 'go', 'momma', 'beat', 'sky', 'fria', 'longer', 'record', 'temple', 'would', 'little', 'world', 'studio', 'felt', 'gamla', 'du', 'heard', 'ill', 'louder', 'silent', 'come', '10', 'diamond', 'gave', 'take', 'dream', 'think', 'without', 'tell', 'meant', 'stronger', 'slip', 'george', 'u', 'håkan', 'hellström']"
241,"['help', 'hard', 'go', 'yeah', 'pick', 'find', 'spending', 'year', 'gauchais', 'put', 'im', 'fly', 'without', 'left', 'youve', 'wolf', 'cry', 'looked', 'there', 'fucking', 'reality', 'love', 'life', 'make', 'grit', 'lived', 'wrap', 'okay', 'tilt', 'teeth', 'queue', 'eye', 'click', 'concrete', 'man', 'know', 'lonely', 'say', 'maybe', 'casket', 'head', 'inside', 'lost', 'progress', 'grow', 'got', 'wall', 'look', 'god', 'around', 'neck', 'pretend', 'depression', 'found', 'threw', 'day', 'violence', 'choice', 'wire', 'back', 'shell', 'art', 'nothing', 'silence', 'bathroom', 'mosaic', 'time', 'jump', 'alone', 'dont', 'made', 'hold', 'let', 'torment', 'realise', 'suicide', 'outside', 'floor', 'missing', 'barrel', 'live', 'pain', 'die', 'defect', 'bone', 'reaction', 'alpha', 'sorry', 'heart', 'empty', 'vice', '104', 'reject', 'theory', 'preincarnated', 'quarter', 'ive', 'mother']"
242,"['peck', 'bring', 'one', 'leader', 'aroara', 'word', 'wall', 'around', 'desert', 'see', 'soul', 'want', 'queen', 'found', 'plowen', 'reach', 'king', 'corewel', 'work', '13', 'rollin', 'find', 'know', 'going', 'l', 'nowhere', 'past', 'diamond', 'im', 'hand', 'print', 'back', 'spirit', 'every', 'plowing', 'figure', 'digging', 'taking', 'jackal', 'pine', 'meet', 'u', 'even', 'love', 'sing']"
243,"['speak', 'one', 'songz', 'babe', 'dont', 'ta', 'get', 'right', 'best', 'make', 'expectation', 'read', 'told', 'bout', 'see', 'move', 'night', 'ayy', 'na', 'girl', 'shared', 'oh', 'number', 'day', 'ready', 'kill', 'live', 'need', 'waiting', 'fast', 'man', 'fan', 'moment', 'know', '1fan', 'cause', 'give', 'pleased', 'itd', 'body', 'wrong', 'im', 'wanted', 'sex', 'lay', 'back', 'breathe', 'take', 'everything', 'trey', 'wan', 'gon', 'nervous', 'thought', 'baby', 'done', 'hope', 'shes', 'long', 'much', 'tonight', 'u', 'woah', 'time', 'thinking', 'last', 'ruin', 'way', 'language', 'got']"
244,"['one', 'wont', 'get', 'lip', 'underneath', 'let', 'far', 'go', 'outside', 'want', 'girl', 'would', 'touch', 'oh', 'ill', 'come', 'cause', 'give', 'body', 'heart', 'deserve', 'cold', 'makin', 'christmas', 'everything', 'light', '1happyholiday', 'baby', 'fire', 'mistletoe', 'tree', 'greatest', 'kissed', 'spend', 'woah', 'sweet', 'gift', 'night', 'love', 'alright', 'protect', 'dram']"
245,"['life', 'one', 'starship', 'right', 'dont', 'ta', 'let', 'wall', 'like', 'make', 'cant', 'better', 'morning', 'well', 'daylight', 'doubt', 'move', 'packed', 'love', 'girl', 'floor', 'na', 'yeah', 'screaming', 'future', '1nite', 'real', 'aint', 'live', 'forever', 'need', 'wait', 'bright', 'cobra', 'drink', 'know', 'chchecking', 'going', 'cause', 'tear', 'spell', 'truth', 'say', 'hand', 'ooh', 'rocking', 'light', 'keep', 'anymore', 'gon', 'leaving', 'till', 'turn', 'left', 'falling', 'tell', 'last', 'tonight', 'whatever', 'tomorrow', 'jump', 'dance', 'spot', 'night', 'way', 'got']"
246,"['wish', 'get', 'let', 'like', 'everybody', 'party', 'camellia', 'try', 'okay', '1f1e33', 'soul', 'everyday', 'started', 'dj', 'want', 'na', 'work', 'oh', 'afraid', 'hey', 'ill', 'die', 'come', 'born', 'im', 'bass', 'first', 'gon', 'everyone', 'kick', 'hehey', 'baby', 'run', 'middle', 'tune', 'listen', 'dance', 'night', 'got']"
247,"['life', 'bottle', 'way', 'dont', 'let', 'brother', 'highway', 'ever', 'corpus', 'well', '2', 'go', 'table', 'pocket', 'leave', 'yeah', 'fine', 'live', 'man', 'ill', 'buy', 'sittin', 'drink', 'part', 'hell', 'know', 'ran', 'favor', 'lonely', 'green', 'broken', 'somethin', 'im', 'empty', 'wrong', 'alone', 'as', 'mean', 'back', 'dream', 'needed', 'think', 'doin', 'texas', 'home', 'another', 'tell', 'bob', 'bucketful', 'billy', 'never', 'side', 'gettin', 'handful', 'tonight', 'ya', 'pat', 'girlfriend', 'youre', 'ive', 'sleeping', 'night', 'love', 'alright', 'stoned', 'got']"
248,"['gun', 'see', 'model', '2', 'private', 'found', 'blouse', 'spouse', 'favorite', 'guided', 'bug', 'space', 'invading', 'titus', 'vampire', 'series', 'home', 'secretly', 'son', 'automated', 'fun', 'begin', 'voice', 'cyberson']"
249,"['theorize', 'life', 'full', 'soil', 'introspective', 'breakfast', 'kraft', 'rain', 'bean', 'fairy', 'paperbag', '2', 'doe', 'fall', 'must', 'sugarplum', 'happiness', 'always', 'bag', 'student', 'truth', 'soften', 'say', 'low', 'claim', 'space', 'paper', 'maybe', 'raincoat', 'realize', 'dream', 'youve', 'seems', 'never', 'time', 'music', 'hit', 'jane']"
250,"['one', 'da', 'word', '3', 'far', 'la', 'thing', 'feel', '黃小楨', 'day', 'need', 'easy', 'say', 'met', 'im', 'loved', 'away', 'never', 'much', 'wonderful', 'love', 'said']"
251,"['awake', 'meanwhile', 'scent', 'wheeling', 'trying', 'get', 'dont', 'right', 'like', 'make', 'trail', 'hard', '34', 'brand', 'spiral', 'fall', 'sky', 'endless', 'touch', 'teodasia', 'floating', 'thread', 'eye', 'tainted', 'pick', 'waiting', 'new', 'rest', 'intention', 'know', 'striving', 'guiding', 'spark', 'wrong', 'bloom', 'addiction', 'sight', 'direction', 'deceiving', 'light', 'metamorphosis', 'crawl', 'reeling', 'upwards', 'turn', 'seems', 'start', 'uncaging', 'explain', 'could', 'there', 'wide', 'bluer', 'seeking', 'time', 'round', 'lead', 'drown', 'night', 'apart', 'got']"
252,"['underneath', 'mind', 'title', 'hard', 'morphed', 'whoa', 'feeling', 'african', 'go', 'yeah', 'leave', 'oh', 'honey', 'womens', 'heavy', 'two', 'free', 'dirt', 'listener', 'line', 'hani', 'please', 'light', 'continental', 'sooner', 'piece', 'place', 'south', 'chris', 'song', 'heaven', 'concert', 'dropped', 'dedicated', 'love', 'moonlight', 'life', 'performing', 'make', 'also', 'tore', 'mainain', 'arena', 'sad', 'men', 'good', 'matthew', 'man', 'know', 'say', 'changed', 'rutherford', 'hand', 'mean', 'maybe', 'mix', 'everything', 'scat', 'africa', 'scream', 'think', 'september', 'cut', 'brave', 'chain', 'expect', 'talk', 'got', 'leader', 'moan', 'believe', 'cant', 'god', 'thing', 'dave', 'least', '36', 'airline', 'surely', 'weave', 'day', 'come', 'note', 'memory', 'killed', 'bad', 'still', 'back', 'effort', 'turn', 'message', 'home', 'band', 'murder', 'u', 'slice', 'dance', 'night', 'way', 'release', '1999', 'track', 'dont', 'let', 'made', 'fill', 'better', 'lying', 'well', 'everyday', 'lyric', 'happiness', 'felt', 'live', 'nj', 'original', 'quite', 'dice', 'give', 'freedom', 'heart', 'tall', 'singing', 'upbeat', 'consequently', 'baby', 'death', 'east', 'antiapartheid', 'lead', 'supported']"
253,"['underneath', 'mind', 'title', 'hard', 'morphed', 'whoa', 'feeling', 'african', 'go', 'yeah', 'leave', 'oh', 'honey', 'womens', 'heavy', 'two', 'free', 'dirt', 'line', '1995', 'hani', 'please', 'light', 'sooner', 'piece', 'place', 'south', 'chris', 'song', 'heaven', 'concert', 'dropped', 'dedicated', 'love', '81595', 'moonlight', 'life', 'performing', 'make', 'also', 'tore', 'mainain', 'sad', 'men', 'good', 'matthew', 'man', 'know', 'say', 'changed', 'hand', 'mean', 'morrison', 'maybe', 'mix', 'everything', 'scat', 'africa', 'scream', 'think', 'co', 'cut', 'brave', 'rock', 'chain', 'expect', 'talk', 'got', 'leader', 'moan', 'believe', 'cant', 'god', 'thing', 'dave', 'least', '36', 'surely', 'weave', 'day', 'amphitheatre', 'come', 'note', 'memory', 'killed', 'bad', 'still', 'back', 'effort', 'august', 'turn', 'message', 'home', 'band', 'murder', 'u', 'slice', 'dance', 'night', 'way', 'red', 'release', 'track', 'dont', 'let', 'made', 'fill', 'better', 'lying', 'well', 'everyday', 'lyric', 'happiness', 'felt', 'live', 'original', 'quite', 'dice', 'give', 'freedom', 'heart', 'tall', 'singing', 'upbeat', 'consequently', 'baby', 'death', 'antiapartheid', 'lead']"
254,"['full', 'might', 'let', 'like', 'mind', 'make', 'ever', 'replying', 'realise', 'street', 'around', 'hold', 'see', 'liers', 'soul', 'feel', 'well', 'go', 'suspicious', 'drowning', 'lord', 'longer', 'yeah', 'leave', 'oh', 'book', 'letter', 'lung', '36ghost', 'ghost', 'burned', 'ill', 'footprint', 'argument', 'know', 'haunting', 'come', 'confess', 'tear', 'erase', 'page', 'give', 'heart', 'im', 'burn', 'summer', 'maybe', 'sea', 'youd', 'first', 'chest', 'think', 'control', 'coz', 'lost', 'shell', 'sand', 'anxiety', 'kinda', 'baby', 'shes', 'couple', 'wonder', 'youre', 'time', 'breath', 'drftwood', 'week', 'alone', 'got']"
255,"['aphex', 'yeah', '4', 'richard', 'twin']"
256,"['bring', 'wont', 'wish', 'used', 'notice', 'let', 'far', 'wouldnt', 'ever', 'came', 'see', 'rain', 'splash', 'dave', 'go', 'pray', 'difficulty', 'begging', 'love', 'trouble', 'crushing', 'oh', '41', 'matthew', 'ghost', 'waiting', 'stay', 'sort', 'man', 'find', 'come', 'tear', 'melt', 'im', 'loneliness', 'wanted', 'glad', 'head', 'back', 'moving', 'please', 'take', 'speeding', 'reeling', 'water', 'waltzing', 'front', 'play', 'tell', 'nobody', 'run', 'coming', 'playing', 'praying', 'much', 'band', 'pas', 'tomorrow', 'wonder', 'time', 'lead', 'dance', 'swear', 'way', 'slow']"
257,"['wont', 'il', 'instrumental', 'used', 'far', 'splash', 'go', 'trouble', 'crushing', 'yeah', 'oh', 'ghost', 'find', 'melt', 'im', 'please', 'speeding', 'waltzing', 'front', 'playing', 'much', '1998', 'pas', 'swear', 'love', 'wooten', 'notice', 'came', 'begging', 'matthew', 'stay', 'man', 'tear', 'head', 'moving', 'reeling', 'water', 'play', 'tell', 'run', 'wouldnt', 'ever', 'dave', 'see', 'center', 'difficulty', '41', 'victor', '121998', 'mr', 'come', 'chicago', 'united', 'loneliness', 'glad', 'bass', 'back', 'take', 'band', 'december', 'tomorrow', 'time', 'dance', 'way', 'bring', 'wish', 'let', 'rain', 'live', 'need', 'waiting', 'sort', 'wanted', 'nobody', 'coming', 'praying', 'wonder', 'played', 'lead', 'slow']"
258,"['wont', 'instrumental', 'used', 'far', 'splash', 'go', 'trouble', 'crushing', 'oh', 'ghost', 'find', 'melt', 'listener', 'im', 'please', 'continental', 'speeding', 'waltzing', 'front', 'playing', 'much', 'pas', 'swear', 'love', 'notice', 'came', 'arena', 'begging', 'would', 'matthew', 'stay', 'man', 'tear', 'rutherford', 'mean', 'head', 'moving', 'september', 'reeling', 'water', 'play', 'tell', 'run', 'wouldnt', 'ever', 'dave', 'see', 'difficulty', 'airline', '41', 'ill', 'come', 'loneliness', 'glad', 'back', 'take', 'band', 'tomorrow', 'time', 'dance', 'way', '1999', 'bring', 'wish', 'let', 'rain', 'well', 'live', 'nj', 'waiting', 'sort', 'wanted', 'nobody', 'east', 'coming', 'praying', 'wonder', 'played', 'lead', 'supported', 'slow']"
259,"['wont', 'used', 'far', 'splash', 'thank', 'go', 'trouble', 'crushing', 'yeah', 'college', 'oh', 'ghost', 'find', 'melt', 'im', 'please', 'speeding', 'waltzing', 'front', 'playing', 'much', 'pas', 'swear', 'love', 'notice', 'ia', 'came', 'begging', 'matthew', 'stay', 'man', 'know', 'tear', 'say', 'head', 'anymore', 'reeling', 'water', 'play', 'tell', 'run', 'tim', 'february', 'wouldnt', 'ever', 'dave', 'see', 'push', 'difficulty', 'tellin', '41', 'come', 'loneliness', 'glad', 'reynolds', 'back', 'take', 'tomorrow', 'time', 'dance', 'way', 'luther', 'bring', 'wish', 'let', 'rain', '1996', 'well', 'live', 'waiting', 'sort', 'decorah', 'wanted', 'nobody', 'coming', 'praying', 'ya', 'wonder', 'lead', 'slow']"
260,"['wont', 'used', 'like', 'far', 'splash', '2009', 'go', 'trouble', 'crushing', 'little', 'oh', 'ghost', 'find', 'melt', 'im', 'please', 'speeding', 'waltzing', 'front', 'playing', 'much', 'pas', 'youre', 'swear', 'love', 'child', 'get', 'notice', 'also', 'came', 'pray', 'begging', 'na', 'scared', 'reach', 'matthew', 'stay', 'man', 'know', 'tear', 'maybe', 'head', 'moving', 'reeling', 'water', 'play', 'tell', 'run', 'bella', 'fleck', 'italy', 'wouldnt', 'ever', 'dave', 'see', 'difficulty', '41', 'hey', 'yall', 'come', 'loneliness', 'glad', 'piazza', 'back', 'take', 'daisy', 'july', 'band', 'tomorrow', 'u', 'time', 'dance', 'way', 'bring', 'wish', 'dont', 'let', 'hold', 'rain', 'coffin', 'well', 'jeff', 'saxophone', 'live', 'need', 'wait', 'waiting', 'sort', 'lucca', 'blow', 'wanted', 'gon', 'nobody', 'coming', 'praying', 'away', 'wonder', 'lead', 'napoleone', 'slow']"
261,"['hall', 'wont', 'used', 'far', 'splash', 'go', 'trouble', 'crushing', 'yeah', 'oh', 'ghost', 'find', 'radio', 'melt', 'im', 'please', 'speeding', 'york', 'waltzing', 'front', 'playing', 'much', 'pas', 'swear', 'love', 'notice', 'came', 'begging', 'matthew', 'stay', 'man', 'tear', 'head', 'moving', 'reeling', 'water', 'play', 'tell', 'run', 'tim', 'music', '2007', 'wouldnt', 'ever', 'dave', 'see', 'difficulty', '41', 'ill', 'come', 'loneliness', 'glad', 'reynolds', 'back', 'take', 'city', 'fire', 'tomorrow', 'time', 'dance', 'way', 'bring', 'wish', 'let', 'rain', 'well', 'live', 'need', 'waiting', 'sort', 'new', 'wanted', 'april', 'nobody', 'coming', 'praying', 'ny', 'wonder', 'played', 'lead', 'throw', 'slow']"
262,"['foot', 'one', 'startin', 'dont', 'ta', 'might', 'downer', 'hold', 'make', 'try', 'around', 'williams', 'soul', 'well', 'least', 'go', 'na', 'hank', 'world', 'yea', 'flame', 'number', '5', 'change', 'day', 'stand', 'die', 'thats', 'two', 'know', 'needle', 'free', 'going', 'cause', 'friend', 'give', 'somethings', 'something', 'say', 'im', 'mean', 'junkie', 'realize', 'chain', 'gon', 'set', 'iii', 'taking', 'suppose', 'done', 'four', 'away', 'itll', 'never', 'within', 'tune', 'puttin', 'rebel', 'breakin', 'ive', 'time', 'old', 'heroin', 'last', 'takin', 'got']"
263,"['満たされた様で', '変わらないものが欲しくて', 'いつのことだろう', '僕は弱くなった', '守るべきものに', '想像力の支配を支配せよ', '乱された様で', '戦うこと', '5', '鮮やかな夕景たちよ', 'tosite', '僕は強くなった', '消えていきそうで', 'いっそのこと君を食べてしまいたい', '壊せないものを手にいれた', '忘れないでいて自分の醜さを', 'sigure', '終わらない物語だって', '飲み込まれてく', 'かけがえのものを手に入れたのは', 'ling', 'いっそのこと君を殺してしまいたい', '僕を引き剥がして', '輝く未来から', '焦燥感に駆られたいの', '何かに負けること', '鮮やかな夕景達よ', '怖くなったよ', '届かないものが欲しくて', '劣等感に狩られていたいの', 'どこか遠くで願ってたんだろう', '想像力の支配から解放せよ', 'もう']"
264,"['bothered', 'told', 'destiny', 'scion', 'little', 'bag', 'going', 'friend', 'im', 'luck', 'strange', 'bounce', 'straight', 'place', 'smack', 'falling', 'left', 'flight', 'sister', 'sudan', 'really', 'tree', 'cali', 'youre', 'old', 'love', 'rangs', 'b', 'get', 'ta', 'make', 'okay', 'na', 'thats', 'know', 'follow', 'keep', 'anymore', 'comin', 'never', 'tuesday', '513', 'got', 'doesnt', 'mustang', 'nati', 'best', 'cant', 'thing', 'beat', 'trendy', 'called', 'ill', 'yall', 'cause', 'bad', 'back', 'wan', 'tricky', 'manifest', 'hollow', 'archive', 'corona', 'tomorrow', 'freeway', 'way', 'prolly', 'next', 'dont', 'let', 'hold', 'vague', 'twin', 'soldier', 'need', 'sale', 'uh', 'blame', 'solsoldiers', 'imposter', 'broke', 'motto', 'phase', 'happy', 'hollywood', 'rooted', 'baby', 'talking', 'though', 'bitch', 'cincinnati', 'nasty']"
265,"['touching', 'sorrow', 'acre', 'believe', 'street', 'rain', 'soul', 'started', 'feel', 'go', 'fall', 'call', 'want', 'screaming', 'ago', 'real', 'yes', 'stand', 'know', 'calling', 'spent', 'name', 'say', 'something', 'still', 'goggle', 'dream', 'thought', 'strange', 'air', 'sound', 'seems', 'someone', 'river', 'away', 'long', 'could', 'side', 'josé', 'wasnt', 'seemed', 'hear', 'gonzález', 'music', 'time', 'round', '9', 'magic', 'walk', 'sing']"
266,"['touching', 'believe', 'rem', 'street', 'somebody', 'rain', 'soul', 'started', 'feel', 'go', 'took', 'call', 'sudden', 'ago', 'real', 'yes', 'dancing', 'böwakawa', 'know', 'two', 'name', 'say', 'something', 'cold', 'unfolding', 'spirit', 'dream', 'thought', 'strange', 'pousse', 'air', 'sound', 'whispered', 'tree', 'away', 'long', 'could', 'there', 'river', 'seemed', 'hear', 'warm', 'heat', 'music', 'round', 'merry', 'magic', 'dance', 'walk', '9', 'ah']"
267,"['touching', 'mirror', 'believe', 'street', 'around', 'somebody', 'rain', 'soul', 'started', 'feel', 'go', 'took', 'call', 'sudden', 'ago', '2010', 'real', 'yes', 'dancing', 'böwakawa', 'know', 'two', 'name', 'say', 'something', 'john', 'cold', 'unfolding', 'spirit', 'dream', 'thought', 'strange', 'air', 'sound', 'whispered', 'tree', 'away', 'long', 'could', 'river', 'poussé', 'seemed', 'hear', 'warm', 'heat', 'music', '9', 'magic', 'dance', 'walk', 'remastered', 'lennon', 'ah']"
268,"['recognize', 'wont', 'dont', 'crowd', 'cant', 'share', 'feeling', 'frame', 'feel', 'go', 'calmness', 'addicted', 'urge', 'mask', 'world', 'afraid', 'live', 'day', 'hd', 'searchable', 'upon', 'riverside', 'hashtag', 'cause', 'friend', 'everywhere', 'im', 'everything', 'inside', 'without', 'place', 'lost', 'aimless', 'another', 'within', 'ignore', 'there', 'face', 'dreaming', 'youre', 'ive', 'love', 'drive', 'got']"
269,"['handlebar', 'like', 'big', 'demon', 'oh', 'loose', 'hashtag', 'valley', 'end', 'topic', 'finger', 'tree', 'worthwhile', 'cry', 'there', 'face', 'knife', '666', 'pigtailed', 'american', 'life', 'one', 'dragged', 'smell', 'prove', 'painted', 'teeth', 'picture', 'eye', 'know', 'crescent', 'armageddon', 'sea', 'head', 'think', 'taking', 'flooded', 'could', 'killing', 'tattoo', 'nose', 'satan', 'dead', 'got', 'doesnt', 'tequila', 'look', 'god', 'around', 'phone', 'bottomless', 'least', 'ear', 'corps', 'day', 'begun', 'jewelry', 'trending', 'hell', 'making', 'age', 'gollum', 'seriously', 'skin', 'virgin', 'criss', 'cult', 'blood', 'semen', 'walk', 'mary', 'twin', 'king', 'bike', 'live', 'rise', 'piranha', 'opened', 'raining', 'ajj', 'something', 'diamond', 'summer', 'fatter', 'sight', 'wheelies', 'peter', 'singing', 'theyre', 'simply', 'death', 'nobody', 'hair', 'ballroom', 'coming', 'pit', 'camera', 'revelation', 'burning']"
