Term,Document IDs
sydney,"24,57,93,105,154,173"
newspaper,"24,57"
anything,"24,81,94,104,116,146,162,167,216,229"
bohemian,24
expert,24
copout,24
responded,24
whale,24
putting,24
roberta,"24,109,173"
opinion,24
dear,"24,100,146,154,166,173,273,327"
taking,"24,93,113,116,171,222,242,262,269,272,291"
intelectual,24
colindrez,"24,109,173"
gay,"24,109,173"
fun,"24,28,29,30,39,53,54,57,93,98,100,105,109,154,158,163,173,181,198,206,224,232,248"
typical,"24,53,54"
week,"24,121,143,173,213,217,237,238,254"
crewcut,24
doesnt,"24,53,54,82,93,177,178,179,182,232,264,269,275,276"
tone,"24,126,127,128"
touch,"24,78,125,162,165,187,219,220,244,251"
michael,"24,57,93,100,105,107,109,111,124,154,163,173,198,270"
bad,"24,44,82,112,143,182,186,202,212,218,221,228,230,237,238,252,253,264,270,271,273,289"
seriously,"24,161,269"
barrette,24
allknowing,24
cerveris,"24,57,93,100,105,107,109,154,163,173,198"
flair,24
wisdom,"24,291"
caption,"24,57,93,109,163,181"
hustler,"24,292"
blood,"24,58,59,97,124,197,269,278,281,288,291"
cruising,24
hero,"24,85,86,87,88,122,200"
advice,"24,66,222"
went,"24,125,143,158,229"
broadminded,24
human,"24,187,208"
dad,"24,100,105,109,141,142,143,154,173,212"
deal,"24,68,69,79,89,124,146,216,217"
pressure,"24,59,219,220"
sorry,"24,45,46,80,82,90,105,241"
surprising,24
eighteenhour,24
malone,"24,57,93,100,105,109,154,163,181,198"
lucas,"24,57,93,105,154,173"
lorna,24
upset,24
skeggs,"24,105,109,158,173"
experiment,24
though,"24,38,85,86,87,88,160,166,182,264,291,294,327"
wrapped,24
lip,"25,74,124,244"
laura,"25,83,98"
okay,"25,28,29,30,53,54,80,82,93,105,109,112,173,198,234,241,246,264"
lalala,25
he,"25,66,68,69,109,122,148,165,173,190,191,192,206,222,273,277"
charming,"25,125"
prince,"25,82,96,102,103,122"
charlotte,25
tremble,"25,62"
whispering,25
darling,"25,27,28,29,30,275,276"
lovely,"25,327"
fly,"25,43,91,98,143,165,200,237,238,239,241"
finer,25
pianoforte,25
osnes,"25,83,98,113"
hazy,25
away,"25,36,44,53,54,66,68,69,85,86,87,88,91,95,104,141,142,143,146,169,200,204,217,225,226,227,229,239,250,260,262,265,266,267,294"
meet,"25,98,121,158,204,217,236,242,272,290"
heaven,"25,113,141,142,252,253"
kiss,"25,36,74,90,95,126,127,128,146,166,195,275,276,278,292"
goodbye,25
dama,26
orgulho,"26,136,149"
chama,26
tarô,26
vi,"26,75,133,183,184"
achar,26
búzios,26
qualquer,26
desvendar,26
jogada,26
coração,"26,60,136,149,157,172,205"
dessa,26
apostar,26
aos,26
adrenalina,26
emoção,"26,60,136,172"
reservou,26
acende,26
faz,"26,52,136,157,164,274"
avenida,"26,60,149"
está,"26,115,157,209,293"
minha,"26,149,157"
diversão,26
tabuleiro,26
amor,"26,34,60,108,110,114,115,133,139,149,150,157,159,164,183,184,189,287"
vencedor,26
peças,26
encontrar,26
quero,"26,157"
fantasia,"26,60,172"
seu,"26,60,157,164,274"
castelo,26
pra,"26,52,60,157,164,172,205"
conta,26
virar,26
cabeça,26
esse,26
cantar,"26,119,120,149"
vencer,26
ma,"26,60,149"
muito,26
e,"26,28,29,30,52,55,60,64,65,68,69,70,110,114,115,118,119,120,124,130,131,132,133,136,137,138,144,149,150,156,157,164,168,172,175,183,184,188,189,205,209,274,284,292,293"
vamos,26
dia,"26,108,164,172"
pinball,"26,232"
tempo,"26,52,110,136,188"
vai,"26,274"
você,"26,157,164,274"
é,"26,60,136,144,149,157,164,205,274"
feliz,"26,149,157,164"
fundo,"26,144"
prazer,"26,157,164"
meu,"26,149,157,164,205"
dar,"26,60"
mudar,26
amar,"26,34,136"
mergulhar,"26,60"
euforia,26
deixar,"26,136"
cassino,26
grande,"26,118,136"
faço,"26,136"
cartas,26
essa,"26,172"
perceber,26
meio,26
toma,26
xequemate,26
da,"26,52,55,56,60,70,114,119,120,127,128,136,144,149,150,156,157,165,172,175,205,217,228,250,274"
jogo,26
estacio,26
destino,"26,52,149"
com,"26,60,136,149,157,164,172"
hoje,"26,60,149"
dominguinhos,26
lançada,26
paixão,"26,144,157,172"
alegria,"26,136"
quebrar,26
vou,"26,60,149,164,172"
povo,"26,149"
ganhar,26
nesse,"26,52,157"
vira,"26,164"
nessa,"26,172"
viradouro,26
sou,"26,60,62,136,164,205"
bi,"26,136,149,157,172"
respiro,26
país,26
brincar,26
multidão,26
sorte,"26,114,150,164"
eu,"26,60,136,149,157,164,172"
coisa,26
um,"26,55,60,63,93,136,144,149,164,172,198,205,274"
desiree,27
insensitive,27
dreamed,27
catherine,27
month,"27,91,93,109,143"
ask,"27,36,113,219,220,222"
virgin,"27,230,269"
wonder,"27,30,206,218,228,254,256,257,258,259,260,261"
11,"27,56"
moth,27
zetajones,27
b,"28,29,30,37,124,165,166,237,238,264,270"
full,"28,29,30,37,58,96,102,103,112,124,187,197,249,254,327"
beautiful,"28,29,30,67,112,146,158,275,276,277,326"
charm,"28,29,30,126,127,128,327"
exciting,"28,29,30"
p,"28,29,30,124,143,144,210,211,232"
n,"28,29,30,124,182"
alphabetically,"28,29,30"
speaking,"28,29,30,176,206"
adorable,"28,29,30"
c,"28,29,30,47,48,49,50,51,58,96,102,103,124"
w,"28,29,30,58"
blond,28
brian,"28,29,53,54,152,153,231,234"
z,"28,29,30,200"
jack,"28,29,30,100"
bashful,28
alphabet,"28,29,30"
l,"28,29,30,58,124,237,238,242"
x,"28,29,30,194,210,211,232"
idolize,"28,29,30"
h,"28,29,30,81,124"
cutie,"28,29,30"
r,"28,29,30,58,210,211,213"
jill,"28,29,30"
q,"28,29,30"
j,"28,29,30,56,124,230"
kissable,"28,29,30"
complete,"28,29,30"
wander,"28,29"
heavenly,"28,29,30"
k,"28,29,30,124,281"
hyland,"28,29"
diana,30
f,"30,71,124,200,208"
panton,30
feather,30
君の部屋で見つけた,31
距離も時も越えていける,31
色んな気持ち,31
なんだか可笑しい,31
あぁ,"31,76"
喧嘩した日もあったよね,31
あいだったその意味は,31
優しい気持ちになれるように,31
小さく頷き,31
いくつも心を重ねていく,31
全部思いをぶちまけたら,31
50個しかない言葉から,31
君に思い伝えたんだ,31
君で本当に良かった,31
アルバムには三年前の,31
この写真の日,31
二人は似てるよと言ってくれたこと,31
最初に並ぶのが,31
atsumete,31
今と変わらない瞳で君が,31
あの日僕らを繋いだプレゼントは,31
愛を乗せて,31
変わりたくてさ,31
僕はまだ一人きりで,31
wo,31
嫌いな過去も未来の不安さえも,31
明日も輝いて見えるんだ,31
懐かしいな,31
焦ってばかり,31
2人が写る,31
たくさんの愛を集めたら,31
言葉で君に届けよう,31
人と話すの苦手だった,31
ねぇ,31
出会う前の日だね,31
見えない気持ちを形にしたら,31
心の中まで届くから,31
君に出会えて良かった,31
君が笑顔になれるように,31
weaver,31
その声を覚えてる,31
愛を運ぶ言葉なら,31
言葉に乗せて届けよう,31
色褪せない気持ちなんだ,31
同じだねって言ったら,31
どんな未来も贈る言葉で,31
君を目指す言葉だよ,31
一緒にいれば,31
暖かい色が生まれる,31
集合写真,31
君まで泣いてたね,31
君に出会ってわかったよ,31
伝えたいのはその中にある,31
いつだって君が手にした時に,31
めくっていけば,31
panty,32
aiight,32
bj,32
babe,"32,53,54,65,82,126,127,128,243,272,273,294"
touching,"32,265,266,267"
iiight,32
bedroom,32
kissing,"32,217"
moment,"32,66,125,167,181,203,243,291"
necessary,"32,79"
chicago,"32,257"
babyayayayay,32
inside,"32,58,59,93,112,143,208,212,235,241,268,281,291,325"
listening,"32,89"
loving,"32,97,224,229,325"
scratch,"32,202,222"
guaranteed,"32,80"
happening,"32,96,102,103,109"
lindísima,33
tú,"33,115,159,284,287,293"
yo,"33,68,69,115,139,159,189,209,210,211,217,219,220,232,284,287,292,293"
será,"33,157"
día,"33,115,292"
lindisima,33
amada,33
cómo,33
quiero,"33,159,292,293"
ámame,33
sola,"33,134"
niña,33
amapola,33
ingrate,33
puedes,33
plácido,"33,133,145,159"
vivir,"33,133,139,189"
luz,"33,60,70,133,172,205,293"
sea,"33,98,113,146,254,269"
alma,"33,136,144,149,159,189"
igual,"33,164,274,284"
iqual,33
ama,33
domingo,"33,133,145,159"
siempre,"33,139,189,284,292"
tuya,"33,189"
mía,"33,115,292"
mia,"33,34,123,130,131,132,150,156,183,184,188"
flor,"33,172,205"
il,"34,64,110,114,118,119,120,123,130,131,132,134,147,150,156,175,183,184,188,257,270"
respinge,34
esprime,"34,183,184"
tamerò,"34,150"
umberto,"34,184"
lieve,34
man,"34,36,53,54,59,66,75,80,82,89,91,104,109,112,116,117,124,143,158,161,193,197,217,219,220,232,241,243,247,252,253,256,257,258,259,260,261,272,327"
giordano,"34,184,188"
dice,"34,115,252,253"
tua,"34,114,130,131,132,150"
pupilla,34
stretta,34
labbro,"34,150,168"
vieta,34
della,"34,175,183,184"
cerca,34
people,"35,72,73,80,93,96,102,103,112,122,124,148,173,177,178,179,200,204,215,219,220,237,238,291,327"
janis,35
typewriter,35
taping,35
havent,"35,94,154,201"
ribbon,"35,195"
bother,"35,294"
trial,35
joplin,35
count,"35,200,233,272"
recording,"36,82,83,90,107,113,164"
given,"36,162"
shouldnt,"36,273"
rain,"36,162,166,202,228,249,256,257,258,259,260,261,265,266,267,282"
2013,36
desire,"36,278,327"
appearance,36
captain,36
silverman,36
business,"36,213,289"
followed,"36,146"
woman,"36,37,80,90,96,135,169,204,216,228,294,327"
kuhn,"36,93,107,109,154,158,163"
weather,"36,104,218"
great,"36,82,100,141,142,169,327"
sort,"36,94,154,256,257,258,259,260,261"
behave,36
recovered,36
cast,"36,82,83,90,103,107,113,164"
innocuous,36
effort,"36,252,253"
offend,36
conversation,"36,126,127,128,217"
difficult,36
york,"36,57,143,261"
simply,"36,269"
distance,36
troop,"36,68,69"
company,"36,97,217"
passion,"36,118,187"
judy,"36,93,109,154,158,163"
ryan,36
special,"37,234,272"
gastwirt,37
honey,"37,53,54,61,65,117,143,228,252,253,277"
briefcase,37
hobo,37
dig,"37,126,127,128"
gambler,37
south,"37,117,252,253"
sunday,"37,104"
motor,37
dakota,37
blue,"37,40,42,74,83,95,113,146,214,223,224"
toothpick,37
picker,37
water,"37,59,166,169,182,214,237,238,256,257,258,259,260,261"
desoto,37
movie,"37,38,200"
parked,37
jane,"37,93,249"
ride,"37,38,65,67,68,69,78,169,176,213,236,237,238,275,276,278,289"
drove,"37,91"
knew,"37,41,143,146,158,228"
rambler,37
next,"37,90,91,95,135,161,173,210,211,217,221,230,264"
rather,"37,125,143,169,178,179"
truck,"37,40,93,100,181,193,213,236,237,238"
outside,"37,92,158,241,244"
joe,37
town,"37,40,68,69,74,91,109,197,201,291,325"
racing,37
layed,37
caught,"37,148,196,215,216,218"
texas,"37,169,247"
train,"37,58,65,66,90,91,94,169,176,201"
quarter,"37,241"
groovy,38
feelin,"38,61,165,213,217,230"
skrrt,38
mess,"38,58,93,197"
huh,"38,213,222,272"
strip,"38,272"
phone,"38,112,217,269,272,282"
countin,"38,213"
cheese,"38,177,292"
queso,"38,292"
hittin,"38,237,238"
givin,"38,68,69,127,128,325"
sso,38
bop,38
vibe,"38,272"
wait,"38,53,54,101,105,117,121,155,196,219,220,225,226,227,230,237,238,245,260,289,291"
bringin,38
ménage,38
guy,"38,53,54,78,82,105,122,143,182"
yellin,38
stick,"38,233"
makin,"38,200,210,211,244"
gang,"38,68,69,124,293"
kind,"38,53,54,98,109,122,146,173,327"
cj,38
whoopty,38
hottest,38
besos,"38,287"
guap,38
jump,"38,68,69,126,127,128,155,169,241,245,293"
peso,38
spot,"38,98,194,210,211,245,289"
puzzle,39
urbanos,39
corridos,39
doubt,"39,54,155,245,327"
satisfied,39
missing,"39,66,225,226,227,241,294"
steal,"39,68,69,85,88,90,225,226,227"
babyrock,39
shooting,"39,83,107"
quite,"39,80,102,103,105,122,252,253"
somethings,"39,262"
choice,"39,99,241"
nearly,"39,152,153"
refuse,39
incomplete,"39,200"
race,"39,221,278"
coming,"39,53,54,58,68,69,89,94,100,105,214,256,257,258,259,260,261,269"
clorofila,39
country,"40,82,96,102,103,224"
silver,"40,113,194,232"
small,"40,80,325"
spread,40
called,"40,97,104,143,219,220,223,234,264"
queen,"40,85,86,87,88,98,135,197,242,327"
true,"40,68,69,116,162,180,216,225,226,227"
wing,"40,94,97,98"
blame,"40,82,146,177,195,221,264,327"
livin,"40,112,126,127,128"
dirt,"40,252,253"
slow,"40,141,142,190,191,192,210,211,237,238,256,257,258,259,260,261"
dreamin,40
beauty,"40,146"
tailgate,40
cold,"40,45,46,77,91,92,143,167,212,235,244,266,267,281"
thinkin,"40,68,69,126,127,128,143,219,220,237,238"
birge,40
somewhere,"40,44"
jean,"40,74,165,176,275,276"
city,"40,68,69,82,237,238,261"
place,"40,44,53,54,61,79,92,93,97,105,112,141,142,143,148,163,178,179,182,225,226,227,239,252,253,264,268,271"
root,"40,176,273"
beer,40
waitin,40
leaned,40
missin,40
hope,"40,77,96,97,102,103,121,200,216,234,243,271"
hill,"40,177"
george,"40,240"
ridin,"40,65,143,165,291"
turnin,40
road,"40,58,80,141,142,155,177,212,271,291"
fell,"41,45,46,68,69,86,143,230,234,327"
forgot,"41,94,98,178,179,289"
spent,"41,213,265,272,325"
blind,"41,206,291"
soak,"41,201"
sight,"41,251,269"
crossed,"41,223"
house,"41,61,92,93,98,124,155,163,181,237,238"
reliving,41
ooooooooooooooh,41
miss,"41,146,216,229,270,277"
mmmmmmmm,41
shut,"41,53,54,66,82,84"
oooooooooh,41
winndixie,42
remind,"42,235"
bootylicious,42
lovejoy,42
lounge,42
tippytoes,42
dj,"42,143,222,230,246,284"
work,"42,107,109,146,148,155,217,218,237,238,242,246,289"
flame,"42,214,262"
georgia,42
ballerina,42
twerk,"42,272"
krit,42
swamp,42
building,"42,79,96,102,103,223"
showtime,42
izzo,42
bring,"43,80,97,98,126,127,128,165,173,202,210,211,242,256,257,258,259,260,261,272"
cardinal,43
hold,"43,53,54,82,94,97,124,143,165,166,174,182,219,220,236,237,238,241,254,260,262,264,271,294"
highway,"43,247"
sky,"43,59,66,81,95,97,106,113,160,171,180,187,214,224,228,240,251,286,288"
slipped,43
overcast,43
gentle,43
bluejays,43
goat,43
mouth,"43,53,54,94,219,220"
sheen,43
apple,"43,47,48,49,51"
hiding,43
unreplaceble,43
everything,"43,77,82,106,107,109,116,125,146,162,195,196,228,229,243,244,252,253,268,277,278"
fatten,43
baseball,43
theyre,"43,82,91,93,111,124,125,177,232,233,269,327"
couldnt,"43,61,91,96,107,143,158,230,232"
bull,"43,193"
mountain,"43,93,112,171,180"
instrumental,"44,101,240,257,258"
exist,"44,112"
trust,"44,82,84,146,177,213,277"
creating,44
radio,"44,86,167,193,235,261,293"
decide,"44,141,142"
絶対未解決事件化,44
最大革命家玉砕死2xxx,44
whether,"44,143"
eaten,44
moving,"44,94,104,256,257,258,260,261,271,293"
anymore,"44,91,178,179,245,259,264"
request,44
今じゃwe,44
within,"44,166,194,206,262,268,291"
fool,"44,66,68,69,77,80,96,102,103,125"
even,"44,61,79,91,106,112,124,125,146,155,160,176,182,197,216,224,230,232,242,294"
大予言の意味さえもない,44
match,44
already,"44,161,201,272"
fade,"44,97"
looking,"44,45,46,66,91,101,113,177,223"
有耶無耶の真相心理,44
pleases,44
first,"44,174,196,217,230,232,237,238,246,254,290"
全世界支配者到来,44
theyll,"44,233"
who,"44,82,117,122,124,173,193,200,221,270"
politician,44
defy,44
何度も経験を積んだ僕の為に思い出を掴んでいくから,44
boom,"44,143,271"
disposed,44
大事件不完全燃焼,44
aim,44
controlled,44
achieve,44
nobody,"44,53,54,112,126,127,128,167,173,219,220,256,257,258,259,260,261,269,271"
最後の運命なんて関係ないって言いたくて心から掻き消せる日まで,44
somehow,"44,146"
arent,"44,92,116,146"
年は終了,44
wise,44
btw,"45,46"
fooled,"45,46"
touched,"45,46,143,239"
youd,"45,46,86,97,224,254,273"
wrote,"45,46,204"
remember,"45,46,85,86,87,88,92,146,148,210,211,224,228,235,272"
suis,"45,46,62,270,279,280"
lune,"45,46"
cried,"45,46"
mixtape,"45,46"
untitled,"45,46"
favorite,"47,48,214,248"
cookie,"47,48,49,50,51,283"
ummummummummumm,"47,48,49,51"
sesame,"47,48,50,51"
eats,"47,48,49,51"
monster,"47,48,49,51"
muppets,"48,174"
muppet,48
also,"50,105,252,253,260,327"
moon,"50,81,113,187,197,291"
bite,"50,61"
escravidão,52
luta,"52,149,205"
nosso,"52,149"
encanto,52
feiticeiras,52
liberdade,"52,136,149,157,205"
mito,52
florescendo,52
do,"52,115,133,171,172,209,292"
persistiu,52
seduzindo,52
negras,52
ideias,52
louvação,52
espelho,52
odoyá,52
proteção,52
saluba,52
história,"52,149,157,172,205"
saga,52
seus,52
xi,52
quinho,52
áfrica,"52,149,205"
aportada,52
justiça,52
criação,"52,60,136,157"
oxum,"52,205"
iemanjá,52
soberanas,52
à,"52,60,136,203,205,270"
eparrey,52
meus,52
ancestrais,52
realeza,"52,205"
ventre,52
mães,52
salgueiro,52
oraieiê,52
bahia,"52,205"
dona,52
nanã,52
bravura,"52,205"
santo,52
tradição,52
candances,52
novos,52
oyá,52
obá,"52,205"
senhoras,52
candaces,52
fé,"52,149,205"
raiz,52
novo,"52,149"
veias,52
berço,"52,149,205"
suor,52
chão,"52,149,274"
beleza,"52,60,157,164"
samba,"52,136,157,172,205"
guerreiras,52
pedem,52
eternidade,52
traz,"52,60"
alforria,52
canto,"52,149,159,205"
axé,"52,205"
magestosa,52
mulheres,52
reflete,52
rainhas,52
woooooa,53
atwo,53
practicing,"53,54"
mouse,"53,54,96,98,102,103"
job,"53,54,289"
deuce,"53,54"
hoo,"53,126,283"
midst,"53,54"
ooo,"53,152"
upcoming,"53,54"
hi,"53,54,109,143,173"
doin,"53,54,112,165,213,230,232,237,238,247"
anybody,"53,54"
session,"53,54"
usa,"53,54,141,142"
ballad,"53,54"
critical,"53,54"
cruised,"53,54"
sharper,"53,54"
cassius,"53,54"
bragging,"53,54"
along,"53,54,104,125,152,153,166,228,272"
ahh,53
sonny,"53,54"
wilson,"53,54"
squeak,"53,54"
ha,"53,74,115,118,122,168,183,184,200,213,219,220"
buddy,"53,54"
ending,"53,54"
surfing,"53,54"
promise,"53,54,146,216,222,224"
mike,"53,54,124,272"
surfin,"53,54"
woo,"53,126"
joke,"53,54,232"
practice,"53,54,105"
feud,"53,54"
carl,"53,54"
trying,"53,54,93,116,124,160,176,177,195,200,202,213,219,220,251,291,294"
ahhhhh,53
early,"53,54,117"
ooooo,53
ought,"53,54,107,117"
sings,"53,54"
2,"53,124,199,200,247,248,249,327"
least,"53,54,107,121,252,253,262,269"
complains,"53,54"
oooooo,53
ohhh,"53,230"
tbird,"53,54"
ahhh,"53,291"
farmer,"53,54"
woooo,53
list,"53,54"
weekend,"53,54,200"
break,"53,54,84,91,94,105,117,124,177,178,179,200,202,206,233"
tach,"53,54"
mile,"53,54,82,91"
arguing,"53,54"
dowuh,53
throat,"53,54,58,143"
everybodys,"53,54"
showing,"53,54,93"
quit,"53,54,107,237,238,327"
safari,"53,54,98"
settled,"53,54"
starting,"53,54"
mickey,"53,54"
vol,"53,56"
fast,"53,54,57,200,210,211,213,230,237,238,243"
minute,"53,54,57,96,109,171,289,293"
preparing,"53,54"
opera,"53,54,72,73"
learning,"53,54,66,93,95"
talking,"53,54,68,69,225,226,227,236,264,272"
aone,53
out,"53,54"
surfer,"53,54,232"
atleast,54
2001,"54,88,237,238"
wwe,54
und,"55,56,63,151"
dann,55
sind,55
ja,55
nicht,"55,63"
für,55
mensch,55
wir,55
jürgens,55
irgendwann,55
zukunft,55
ein,55
zärtlich,55
auf,"55,63"
den,"55,56,151"
dein,55
laß,55
ziel,55
heut,55
armen,55
vergebens,55
freunde,55
eine,55
paar,55
wenn,"55,63"
fängt,55
liebe,55
ist,"55,56"
gehn,55
stunde,55
zu,"55,151"
deines,55
noch,55
ende,55
worte,55
unter,55
neu,55
heute,55
lebens,55
jetzt,55
laster,55
ab,"55,78,124"
liegen,55
beginnt,55
tag,"55,230"
von,55
lebe,55
bewacht,55
gläser,55
ob,55
heben,55
schau,55
nacht,55
sein,"55,63"
wein,55
gedanken,55
diese,55
kein,55
menschen,55
udo,55
schenk,55
mir,"55,151"
schaunn,55
der,"55,56,63,151"
oder,55
traum,55
champagnermedley,55
nie,55
sacht,55
bildern,56
ließ,56
er,56
worten,56
mein,56
dargetan,56
hören,56
teuren,56
tenor,56
koopman,56
hab,56
offenbar,56
ton,"56,62,279,280"
bwv,56
vater,56
christ,"56,195,236"
taufe,56
menschenkinder,56
seine,56
diesem,56
höret,56
wohlgefallen,56
7,"56,124"
stimme,56
cantata,56
sprach,56
herr,56
gekommen,56
dy,"56,146,167"
angenommen,56
baroque,56
recitative,56
welt,56
blut,56
sohn,56
christi,56
nun,56
gestalt,56
himmelsthron,56
nehmet,56
hat,"56,126,127,128"
sebastian,56
bach,56
unser,56
zum,56
fleisch,56
kam,56
mit,56
choir,56
orchestra,56
lehren,56
zugut,56
klar,56
lieber,56
jordan,56
ich,"56,151"
vom,56
niedriger,56
euren,56
gott,56
hohen,56
heiland,56
johann,56
bei,"56,150"
amsterdam,56
piled,57
careful,"57,117,182,233"
cmon,"57,109,197,219,220"
matter,"57,93,124,182,193,200,214,219,220,278"
child,"57,77,80,82,163,260,271"
denial,57
frick,57
ugh,"57,154"
drawing,"57,93,105,109,173"
door,"57,61,80,91,95,171,199,210,211,213,221,272"
loved,"57,217,250,277"
jacket,"57,74"
baryshnikov,57
remembering,"57,77,109"
coat,"57,83"
tomorrow,"57,59,93,160,173,186,200,206,212,245,256,257,258,259,260,261,264"
village,57
hook,"57,237,238,289"
clueless,"57,148"
twenty,57
neglect,57
umm,"57,187"
museum,57
basket,57
amazing,"57,173"
sec,57
runaway,58
block,"58,66,177,237,238"
sealed,58
screaming,"58,125,158,245,265"
