Term,Document IDs
crowded,195
flake,195
pool,195
darkest,195
fail,195
troy,196
contradicting,196
truant,196
crushed,197
knot,197
killer,"197,281"
blindfold,197
drifting,197
obscene,197
rearview,197
scab,197
mob,197
witch,197
difference,197
howl,197
curse,197
kiddo,198
30,199
customer,199
score,"199,213"
precisely,199
ansel,199
lily,199
volume,199
elgort,199
wha,200
saviour,200
various,"200,226"
disappointing,200
danger,200
fukkatsu,200
variation,200
shaky,200
guarantee,"200,230"
holla,200
tick,200
demigod,200
kamehameha,200
irritating,200
beatin,200
soundtrack,"200,208,294"
freakin,"200,235"
wonderin,200
brave,"200,252,253"
cheerleader,200
dummy,200
fallin,200
chikai,200
omitted,200
reputation,200
serious,"200,212"
cha,200
whatcha,200
realise,"200,241,254"
resurrection,200
soldier,"200,264"
jokin,200
intention,"200,251"
brotha,200
saving,200
headchala,200
grieving,201
vacate,201
optimism,201
immediately,201
disillusioned,201
432,201
disembark,201
sustenance,201
available,201
following,201
wage,201
universal,201
onboard,201
lassitude,201
compensation,201
recipient,201
disenfranchised,201
category,201
aspiration,201
knee,"201,225,226,227"
refreshment,201
pension,201
staff,201
additional,201
inconvenience,201
salary,201
southbound,201
aboard,201
refund,201
platform,201
unmedicated,201
minimum,201
required,201
faith,"201,229"
happyalone,202
lack,202
phantom,202
tolearn,202
tolove,202
spider,202
surreal,202
todie,202
tofeed,202
tobe,202
tohelp,202
iron,202
todance,202
tobreed,202
togo,202
tooplot,202
tolive,202
togrind,202
todream,202
uncatch,202
tosweat,202
tobreathe,202
topray,202
tohate,202
toscroll,202
toblaze,202
flu,202
tofeel,202
tohide,202
tohurt,202
itch,202
totalk,202
totrip,202
tosleep,202
toroll,202
toplay,202
chaque,203
pour,"203,270,279,280"
reste,203
toujours,"203,279,280"
donc,203
quil,203
dessinerai,203
posé,203
changeront,203
sais,"203,279,280"
fait,"203,270"
lavenir,203
appris,203
effacer,203
tous,"203,270"
jai,"203,270"
perd,203
année,203
arrive,203
posent,203
quen,203
puisquil,203
passent,203
réponses,203
choix,203
ainsi,203
présent,203
aux,"203,270"
quoi,"203,279,280"
certains,203
nexistent,203
aqme,203
npeut,203
commencent,203
alternative,203
dépassé,203
mien,203
ny,"203,261,272"
mobsèdent,203
penser,203
rien,"203,279,280"
nexiste,203
me,"203,270"
font,"203,270,279,280"
dilemme,203
idée,203
oublier,"203,270"
remords,203
été,203
agree,204
prisoned,204
homesick,204
message,"204,217,252,253,281,294"
board,204
ignore,"204,206,268"
lagged,204
chegou,205
guardião,205
pequena,205
áfricas,205
cajado,205
quantum,205
raiou,205
daomé,205
cruzou,205
despontar,205
comunidade,205
zumbi,205
yê,205
anunciou,205
ciata,205
orixá,205
alteza,205
beijaflor,205
rei,"205,291"
quilombola,205
majestade,205
sangrou,205
olodumarê,205
corte,205
baobá,205
olorum,205
desembarcar,205
soberana,205
pulsando,205
jejê,205
ginga,205
rainha,205
gamboa,205
ilê,205
ogum,205
ifé,205
nilopolitana,205
realidade,205
galanga,205
maracatu,205
enfim,205
palmares,205
nobreza,205
deve,205
cidade,205
princesa,205
obatalá,205
negra,205
brasileira,205
derrama,205
remição,205
agoyê,205
mina,205
beija,205
querebentã,205
viu,205
hei,205
odara,205
entregou,205
xangô,205
neguinho,205
onirê,205
dan,"205,207,284"
então,"205,274"
oxalá,205
ouro,205
calunga,205
dobre,205
perdão,205
machado,205
nagôyorubá,205
imortal,205
sicko,206
struck,206
kismet,206
gloomy,206
rising,206
arrived,206
warn,206
primal,206
urge,"206,268"
wrath,206
pierce,206
explode,206
phazer,206
brood,206
fragile,206
spirit,"206,242,266,267"
despite,206
remains,206
doleful,206
invoice,206
sultry,206
suffered,206
dunia,207
slank,207
tak,207
tanpa,207
virus,207
satu,207
selalu,207
apaapa,207
aku,207
cintamu,207
nggak,207
sangat,207
jadinya,207
pasti,207
artinya,207
bila,207
kamu,207
senyum,207
ada,207
cuma,207
sentuh,207
yang,207
mati,207
bisa,207
bukan,207
kau,207
ingin,207
menyelamatkanku,207
apa,207
mampu,207
butuh,207
mengendalikan,207
karena,207
andai,207
bedead,208
simulator,208
bedbed,208
aesthetically,208
visuals,208
vacation,208
facade,208
daniel,208
perry,208
fabfab,208
fadfad,208
pleasing,208
filling,208
dabdab,208
battery,208
tres,209
chocar,209
diablo,"209,293"
armonizan,209
2009,"209,260"
cuatro,209
dioses,209
mienten,"209,292"
gustavo,209
doce,209
cumpleaños,209
horizontes,209
nueve,209
fuerza,"209,287"
numeral,209
vos,"209,270"
cerati,209
casi,209
diferentes,209
respondes,209
acorde,209
luna,209
diez,209
viento,209
año,209
disfruto,209
rayos,209
maneras,209
elementos,209
enteron,209
monterrey,209
siete,209
cinco,209
suena,209
descansar,209
pasos,"209,287"
seis,209
escondido,209
llamo,209
distancias,209
números,209
prefiero,"209,293"
escondes,209
alfa,209
nombres,209
contar,209
omega,209
paré,209
trece,209
principio,209
veces,209
ruedan,209
ocho,209
nube,209
hilo,209
misteriosos,209
infinitos,209
colores,209
vivo,"209,274,284"
conviene,209
creados,209
hasta,"209,284,287,293"
cuento,209
thee,"210,211"
begged,"210,211,327"
caviar,"210,211"
marriott,"210,211"
rolex,"210,211"
sister,"210,211,264"
parker,"210,211"
wining,"210,211"
breakin,"210,211,262"
bullshit,"210,211"
cease,"210,211"
spine,"210,211"
shark,"210,211"
shivering,"210,211"
caribbean,"210,211"
giggle,"210,211"
flo,"210,211"
pissy,"210,211"
tro,"210,211"
deja,"210,211,293"
sixpack,"210,211"
pinned,"210,211"
cd,"210,211"
suite,"210,211"
spectacular,"210,211"
rimmed,"210,211"
puff,"210,211"
dining,"210,211"
notorious,"210,211"
strictly,"210,211"
leftover,"210,211"
sparked,"210,211"
meridien,"210,211"
bacardi,"210,211,219,220"
spaghetti,"210,211"
candlelight,"210,211"
delivering,"210,211"
pon,"210,211"
essential,210
wiggle,"210,211"
leg,"210,211"
waistline,"210,211"
genuine,"210,211"
eight,"210,211"
dom,"210,211"
vu,"210,211"
climb,"210,211"
benz,"210,211,237,238"
kelly,"210,211,216"
nasty,"210,211,264"
decision,212
hearin,212
losin,212
clue,212
4mydad,212
lightz,212
promised,"212,230"
beside,212
complain,"212,228"
ghosted,212
gt,213
drug,"213,232,278"
rack,213
counter,213
bleacher,213
sittin,"213,237,238,247"
tris,213
couch,213
tweet,213
spilled,213
slime,213
efg,213
lit,213
wrist,"213,219,220,237,238"
drank,"213,277,327"
kankan,213
dmx,213
richer,"213,289"
sippin,213
hop,"213,275,276"
phew,213
geeked,213
hatin,213
gle,213
rrefg,213
add,213
rank,213
crib,213
math,213
pint,213
kan,213
lame,213
neptune,213
hopped,213
staying,213
uhhuh,213
wock,213
idol,213
xans,"213,293"
sokko,214
scar,214
0000ff,214
drowned,214
jasmine,214
candle,"215,218,272"
dodoodoo,215
friendly,215
walkin,215
oohoh,215
wind,"215,219,220,275,276"
leech,215
surprised,215
doo,215
wack,"216,219,220,232"
forgive,216
litte,216
rowland,216
fiddle,"216,222"
deck,216
settle,216
played,"216,222,232,257,258,261"
agreed,217
laying,217
levert,217
whispered,"217,266,267"
dacatchin,217
embarrassing,217
manya,217
hollering,217
gerald,217
easier,217
womanbut,217
spends,217
geralds,217
sang,217
nerve,217
oohs,217
grabbed,217
wasting,217
happy,"217,222,264,272"
introduced,217
catchin,217
umh,217
worked,217
collective,218
pet,"218,222"
respect,"218,230,236"
lettuce,218
split,218
disconnected,218
dress,"218,224"
hive,218
animal,218
awake,"219,220,251"
siegel,"219,220"
oneonone,"219,220"
hundredsix,"219,220"
fo,"219,220"
album,"219,220,235"
blindside,"219,220"
granted,"219,220"
humble,"219,220"
judgin,"219,220"
rapper,"219,220"
ebay,"219,220"
superbowl,"219,220"
sleeve,"219,220"
prop,"219,220"
shirt,"219,220"
stitch,"219,220"
naughty,"219,220"
ahold,"219,220"
speak,"219,220,239,243,288"
closest,"219,220"
chat,"219,220"
fame,"219,220,222,228"
mixing,"219,220,277"
eh,"219,220,230"
roof,"219,220,270"
motorola,"219,220"
ohh,"219,220"
eheh,"219,220"
resident,"219,220"
access,"219,220"
aiyyo,"219,220"
total,"219,220"
erything,"219,220"
willin,"219,220"
lordy,"219,220"
booth,"219,220,236"
dock,"219,220"
compare,"219,220"
uhh,"219,220"
winner,"219,220"
shhh,"219,220"
karat,"219,220"
flop,"219,220"
niggaz,"219,220"
sho,"219,220"
nelly,"219,220"
nothin,"219,220"
applyin,"219,220"
cris,"219,220"
bitchin,"219,220"
sank,"219,220"
website,"219,220"
uncouth,"219,220"
wes,"219,220"
naw,"219,220"
remembers,"219,220"
shorties,"219,220"
floss,"219,220"
emulatin,"219,220"
concerned,"219,220"
write,"219,220"
sprint,"219,220"
squash,"219,220"
spreadin,"219,220"
yacht,"219,220"
cocky,"219,220"
warned,221
citizen,221
faced,221
2005,221
disgrace,221
rat,221
upstanding,221
belly,222
yard,222
fur,222
provides,222
nap,222
disturbed,222
drooling,222
purr,222
continuously,222
relay,"222,272"
tail,222
perhaps,222
liked,222
puffy,222
paw,222
fluff,222
itchy,222
chooses,222
plastic,222
sandwich,222
profound,222
booger,222
frown,222
kneading,222
dough,222
headache,222
keyboard,222
massage,222
communicate,222
indoors,222
leslie,222
furry,222
sack,222
produce,222
hilarious,222
pope,223
network,223
holed,223
convinced,223
creature,223
ransom,223
sinead,223
wearing,223
0connor,223
force,"223,228"
personal,223
dresch,223
loyal,223
betray,223
forest,223
planned,224
darlin,224
milk,224
foolish,224
captured,224
scissors,224
treat,224
violate,"225,226,227"
twist,"225,226,227,237,238"
garbage,"225,227"
bleed,"225,226,227"
nellee,227
hooper,227
complex,228
tuck,228
superstitious,228
posing,228
capture,228
changed,"228,237,238,252,253"
flew,228
weigh,228
delicious,228
malicious,228
teddy,228
tricky,"228,264"
rewind,228
chemistry,228
bear,228
suspicious,"228,254"
sharp,228
werent,228
clothes,228
focus,228
locust,228
raging,228
questioning,229
aye,229
convincing,230
convincin,230
recognizing,230
sag,230
oooo,230
pas,"230,256,257,258,259,260,261,272"
holiday,230
workin,230
heyyyy,230
keyshia,230
ply,230
cole,230
twirl,230
prefer,230
curve,230
whateva,230
yuh,"230,271"
salute,230
tha,230
splurge,230
goon,230
mmine,230
heyheyheyhey,231
heyheyhey,231
jonestown,"231,234"
massacre,"231,234"
threat,232
dusted,232
stezo,232
turban,232
folk,232
saturate,232
zevlove,232
havin,232
reverb,232
fishbowl,232
raw,232
restaurant,232
caugth,232
gots,232
laundry,232
rap,"232,236,270"
sock,232
asian,232
payin,232
grabbin,232
retarted,232
gangsta,232
herb,232
midget,232
12inch,232
cerebellum,232
percee,232
treacherous,232
imperial,232
punching,232
zoo,232
morse,232
fliest,232
fever,232
megadumb,232
parrot,232
vet,232
edan,232
cereal,232
plinco,232
primitive,232
suburbanite,232
battle,"232,291"
armed,232
dude,232
farted,232
sucker,232
mentally,232
wardrobe,232
religion,232
vietnam,232
verse,"232,235,327"
soviettes,233
smiling,234
landed,234
kitty,234
producer,235
distortion,235
lyric,"235,252,253"
woahoh,235
ingle,235
emotion,235
catchy,235
different,235
psychostick,235
woah,"235,243,244,271"
eternity,235
lookalikes,236
sauce,236
tarter,236
barbecue,236
farther,236
buncha,236
starter,236
motherfucker,"236,281,291"
rocking,"236,245"
balance,236
stunna,"236,237,238"
poof,236
breadcrumb,236
clone,236
uicide,236
pearl,236
butter,236
martyr,236
yung,"236,292"
marble,236
uicides,236
flow,"236,284"
accent,236
loth,236
blunt,236
sipping,236
808s,236
blowing,236
fried,236
goku,236
others,236
committed,236
riding,"236,291"
tooth,236
puffing,236
