Term,Document IDs
awful,"154,197"
slam,154
library,154
response,154
assume,154
breakup,155
splendor,156
guidato,156
crin,156
vittoria,156
aida,156
mistico,156
guerrier,156
esercito,156
savverasse,156
cinto,156
regal,156
patrio,156
menfi,156
regina,156
fossiceleste,156
serto,156
prodi,156
plauso,156
cielo,"156,185"
pugnato,156
lauri,156
tornar,156
posarti,156
ergerti,156
trono,156
ridarti,156
fossi,156
vinto,"156,183,184"
raggio,156
dirti,156
celeste,156
pensiero,"156,188"
brezze,156
vicino,156
florescer,157
usando,157
pergunto,157
conviver,157
razão,157
fazer,"157,164"
bateria,157
onde,157
divino,"157,183,184"
nego,157
serrano,157
olhos,157
irradia,157
entre,"157,159"
taí,157
pintura,157
feitiço,157
venceu,157
diferente,157
social,"157,221"
escola,157
esculturas,157
agogô,157
comissão,157
preconceito,157
novidades,157
pedir,157
relativo,157
harmonizar,157
limite,157
serrinha,157
jeito,157
adversidade,157
mudou,157
tem,"157,164,172,205,274"
diferença,157
invade,157
admirar,157
temos,157
eficiente,157
poeta,"157,183,184"
destaque,157
liga,157
tá,157
império,157
olha,157
astral,"157,164"
difícil,157
loucura,157
primeiro,157
normal,"157,284"
motivo,157
tudo,"157,164,172"
outro,"157,327"
quê,157
nasceu,157
respeito,157
romantismo,157
levantar,157
dumbfounded,158
paris,"158,219,220"
shortly,158
worthless,158
armybuddy,158
married,158
pienso,159
oyes,159
vienes,159
eco,"159,189"
barrio,159
tesoro,159
rudo,159
ven,"159,189,292"
dulzor,159
palma,159
boca,"159,274"
voz,159
espero,159
moriré,159
muero,159
sueños,159
ansia,"159,292"
cristal,"159,210,211"
arrullo,159
oye,159
manigual,159
miel,159
pierda,159
siboney,159
caney,159
puso,159
trace,"160,221"
breaking,"160,180"
quasthoff,160
nan,160
modern,160
shining,"160,200"
gladness,160
schwartz,160
theme,160
aching,"160,225,226,227"
worthwhile,"160,269"
arranged,160
sadness,160
ulcerriddled,161
portrait,161
24,161
expectation,"161,243"
summoned,161
meager,161
wheezing,161
tragic,161
senior,161
richmond,161
rejection,161
savvy,161
overcome,161
devastating,161
deemed,161
lifetime,161
hopeful,161
palace,161
usual,161
educated,161
repulsive,161
wrinkled,161
resplendent,161
rachael,162
known,"162,271,327"
fullest,162
yamagata,162
wherever,"162,180"
discovered,162
detail,162
connecting,162
pt,162
exposed,162
series,"162,248"
breathing,162
elena,163
alleganey,163
upside,163
shower,163
dressed,163
tour,"163,209,213"
wonderful,"163,212,250"
historical,163
object,163
bochner,163
shennanigans,163
appeared,163
mapa,164
ou,"164,270"
depois,164
ela,164
acidental,164
voa,164
verão,164
maquiagem,164
máximo,164
gira,164
linda,164
pro,"164,205,274"
viagem,164
inverno,164
stephen,164
dividir,164
mais,"164,203,270"
deixa,"164,172"
eleva,164
efeito,164
enquanto,164
boa,164
estamos,"164,292"
sondheim,164
tequila,"164,269"
diz,164
louco,164
multiplicar,164
tipo,164
novidade,164
quer,164
lua,164
chamo,164
salve,164
gelado,164
quase,164
ideia,164
questão,164
alguém,164
certa,164
sensação,164
banho,164
perfeita,164
mesmo,164
sexo,164
cachu,164
bem,164
genial,164
ficamos,164
ecoa,164
salva,164
shape,164
logo,164
brinda,164
vinda,164
chillin,"165,200"
vatoz,165
homegrls,165
actin,"165,219,220"
bouncin,165
court,165
chikas,165
neva,165
disrespect,165
hustlin,165
bk,165
wayhe,165
chevy,165
03,165
sprung,165
low,"165,212,228,249,272,291,327"
summer,"165,195,254,269,279"
alwayz,165
rt,165
ull,165
twisted,165
trynna,165
neither,"165,232"
luv,165
fav,165
feelz,165
sumtimes,165
ne1,165
itz,165
jus,165
mealymouthed,166
palisade,166
calf,166
suicide,"166,236,241,278"
valedictorian,166
deign,166
chicken,"166,291"
doctor,166
general,166
coiled,166
hong,166
rustling,166
stockade,166
pardon,166
prescription,166
slaughter,166
breast,166
admiral,166
masthead,166
serpent,166
sharon,166
twicecursed,166
sigh,166
teat,166
lower,166
sway,166
boat,"166,219,220"
suckered,166
london,166
painful,166
prescribed,166
rye,166
kong,166
driving,167
sugarpie,167
allergy,167
smell,"167,232,269,291"
babyhold,167
flashback,167
downtown,"167,173"
filled,"167,176,291"
auburn,167
honeybunch,167
thundering,167
grows,167
pegno,168
ritroveremo,168
ricercheremo,168
cavalieri,168
ramiro,168
tumulto,168
comprenderlo,168
voleremo,168
ritroverò,168
giuro,168
lusinghi,168
seno,168
grembo,168
freddo,168
adorato,168
domanderemo,168
fosse,168
giove,168
muove,168
stringerò,168
ritrovarla,168
almeno,168
timore,168
treated,169
tennessee,169
muddy,169
barrel,"169,241"
passenger,"169,201"
thelma,169
wreck,169
gal,169
dog,"169,237,238,293"
log,169
johnny,"169,196"
pistol,169
stole,169
haul,169
stall,169
shiny,169
rounder,169
atlanta,169
marvin,170
gaye,170
checking,170
murmered,171
meadow,171
met,"171,217,230,237,238,250,277"
reeling,"171,251,256,257,258,259,260,261"
howdoyou,171
howdoyoudos,171
fling,171
murmured,171
glen,171
amanheceu,172
odin,172
asgard,172
água,172
ó,172
choque,172
vulcões,172
chacrinha,172
afrevado,172
massa,172
buzina,172
maravilha,172
banquete,172
abençoou,172
joia,172
imperatriz,172
imir,172
cinzas,172
pelos,172
vibrava,172
bandeja,172
paladar,172
mulher,172
monstros,172
bacalhau,172
começou,172
norte,172
já,"172,205,274"
geração,172
batata,172
multicor,172
surge,172
riqueza,172
essas,172
fogo,172
explosão,172
apagar,172
arretado,172
imaginou,172
suou,172
tim,"172,259,261"
platéia,172
querem,172
cá,172
arcoíris,172
uhuhuuu,172
gigantes,172
fom,172
vocês,172
reino,"172,205"
conservou,172
chamego,172
até,172
assim,172
imensidão,172
navegou,172
clarear,172
dominação,172
emocionou,172
sal,"172,205"
mare,172
terras,172
noruega,172
noite,172
raios,172
rasgou,172
saudade,172
secou,172
sabor,172
ventos,172
despertou,172
ardente,172
taca,172
sonhou,172
lá,172
basco,172
viquingues,172
gelo,172
teresinha,172
nah,"173,236,291"
browsing,173
picked,"173,193,273"
cartoon,173
har,173
refined,"173,291"
paste,173
definitely,173
swear,"173,177,219,220,256,257,258,259,260,261"
poster,173
afternoon,173
photo,"173,204"
bookstore,173
powerful,173
joan,173
parent,173
section,173
shoved,173
knick,173
interview,173
nuke,173
wandered,173
granola,173
totally,173
embarrased,173
figured,173
flipped,173
aah,173
package,173
shelf,173
lesbian,173
bye,173
thinking,"173,222,243"
why,173
robot,174
amy,174
mary,"174,269"
80,174
spell,"174,245,294"
modem,174
reno,174
adam,174
using,174
locate,174
liberty,174
freeze,174
fortuna,"175,189"
pettini,175
prontissimo,175
sta,175
folla,175
manchera,175
sevile,175
pronto,175
bottega,175
barbiere,175
risorsa,175
vogliono,175
cavatina,175
fumine,175
tutti,175
cuccagna,175
verita,175
figaro,175
qua,175
citta,175
donnetta,175
fanciulle,175
uno,"175,209"
volta,175
parruca,175
ahime,175
biglietto,175
bravissimo,175
lancette,175
gia,175
carita,175
dintorno,175
cavaliere,175
kopylov,175
bravo,175
rasori,175
vecchi,175
giu,175
piacere,175
giorno,175
li,175
giro,175
ehi,175
nobile,175
colla,175
forbici,175
ragazzi,175
vivere,175
furia,175
chiedono,175
col,175
qualita,175
fortunatissimo,175
sanguigna,175
lalba,175
poi,"175,183,184"
mestiere,175
comando,175
piu,175
largo,175
barber,175
nikolay,175
miglior,175
factotum,175
barba,175
wordless,176
lung,"176,254"
worship,176
propel,176
unawareness,176
molding,176
hears,176
potter,176
norma,176
result,176
wear,"176,195,214,219,220,228,232"
fertilize,176
stillness,176
noise,"176,193,222,293"
anger,176
prayer,176
destroy,176
cemetery,176
strive,176
endlessly,176
mopar,177
recall,"177,224"
pennsylvania,177
capsize,177
date,"177,273"
ballgame,177
pb,177
chin,"177,210,211"
dashboard,177
philly,177
aka,177
karate,177
zapatistas,177
prize,177
defeat,177
farc,177
governor,177
rebar,177
bored,"177,181"
6200,177
collapse,177
10,"177,193,237,238,239,240"
increase,177
cement,177
mumia,177
credit,"177,201,291"
goode,177
adult,177
debt,"177,236"
cobbs,177
steak,177
sears,177
357,177
release,"177,252,253"
camp,177
prison,"177,178,179"
rid,177
martinized,177
fry,"177,291"
dwyers,177
17,177
tastycake,177
divorcee,"178,179"
overcompensate,"178,179"
conjugal,"178,179"
magazine,"178,179"
widow,"178,179"
dissect,"178,179"
season,"178,179,293"
photography,"178,179"
visit,"178,179,327"
dddont,"178,179"
boring,"178,179"
headline,"178,179"
concealed,"178,179"
doubting,180
insisting,180
aflout,180
succumbing,181
wallpaper,181
150,181
rushing,181
ordering,181
hemingway,181
classroom,181
contact,181
shoulder,"181,212"
faulkner,181
smelling,"181,291"
route,181
physical,181
digging,"181,242"
dogwood,181
cologne,181
designer,181
sweep,181
bracing,181
pulse,181
sawdust,181
parlor,181
steaming,181
weakness,"182,206"
sentence,182
hype,182
proof,"182,236"
taken,"182,194"
stereotyped,182
whod,182
announcing,182
degress,182
curiosity,182
civility,182
madball,182
accountable,182
progress,"182,241"
deliver,182
kindness,182
shameless,182
accommodate,182
denouncing,182
responsible,182
punch,"182,200"
guardato,"183,184"
soglia,"183,184"
sazia,"183,184"
giovinetta,"183,184"
immane,"183,184"
udite,"183,184"
nelle,"183,184"
stendea,"183,184"
mavete,"183,184"
geloso,"183,184"
chiedeva,"183,184"
folgorava,"183,184"
scrigno,"183,184"
viole,"183,184"
dalla,"183,184"
vostre,"183,184"
chiesa,"183,184"
dei,"183,184,188"
colpito,"183,184"
novello,"183,184"
doni,"183,184"
doro,"183,184"
invan,"183,184"
guardai,"183,184"
santi,"183,184"
sole,"183,184"
firmamento,"183,184"
dolor,"183,184,189"
causa,"183,184"
pena,"183,184,292"
scherno,"183,184"
uomini,"183,184"
cotanta,"183,184"
veniva,"183,184"
agli,"183,184"
dono,"183,184"
umanamente,"183,184"
colmi,"183,184"
guardo,"183,184,189"
vergine,"183,184"
pien,"183,184"
pieno,"183,184"
còlto,"183,184"
angelo,"183,184"
vostro,"183,184"
suolo,"183,184,188"
vedrete,"183,184"
prati,"183,184"
duna,"183,184"
lerario,"183,184"
serviva,"183,184"
dissi,"183,184"
conoscete,"183,184"
gridai,"183,184"
allazzuro,"183,184"
spazio,"183,184"
anima,"183,184"
figli,"183,184"
tremulo,"183,184"
parole,"183,184"
ond,"183,184"
fronte,"183,184"
allazzurro,"183,184"
parola,"183,184"
prete,"183,184"
dellanima,"183,184"
damor,"183,184,185"
degli,"183,184"
volli,"183,184"
bestemmiando,"183,184"
divinamente,"183,184"
patrizia,"183,184"
vegliardo,"183,184"
orecchio,"183,184"
pregar,"183,184"
fanciulla,"183,184"
accumulava,"183,184"
detto,"183,184"
parea,"183,184"
lei,"183,184"
schernir,"183,184"
disprezzate,"183,184"
ovio,"183,184"
locchio,"183,184"
contro,"183,184"
puro,"183,184"
calunniava,"183,184"
varcai,"183,184"
petto,"183,184,188"
sordo,"183,184"
pioveva,"183,184"
pane,"183,184"
profondo,"183,184"
tesor,"183,184"
scagliava,"183,184"
uom,"183,184"
abituri,"183,184"
nicchie,"183,184"
celo,"183,184"
vo,185
lagrima,185
negli,185
spuntò,185
vedo,185
occhi,185
donizetti,185
sentir,"185,189"
coi,185
cercando,185
gaetano,185
sembrò,185
furtiva,185
chiedo,185
giovani,185
confondere,185
invidiar,185
festose,185
puo,185
sospir,185
bird,186
buries,186
tasted,186
tornado,186
bash,186
loosen,186
twin,"186,255,264,269"
bug,"186,248"
monetary,186
value,186
unlucky,186
ol,186
waving,186
tattoo,"186,269"
nyc,186
personified,187
winn,187
blazing,187
energy,187
ted,187
manifestation,187
caressing,187
intrigue,187
aww,187
sensual,187
heat,"187,219,220,266,267,281"
lighting,187
nature,"187,194"
raccendi,188
salice,188
patire,188
posa,188
torri,188
