Term,Document IDs
当たり前なんて,84
color,"84,208,214,224"
いつから覚えたっけ,84
一人前だね,84
拳月あげろう,84
不器用な僕には難しいよ,84
やりたくない事も,84
今はいらないよ,84
今更信じない,84
revolt,84
笑顔の裏にある,84
誰も邪魔させない,84
阪急掲げて拳月上げろう,84
逃げるための場所,84
リアルな汚い顔,84
このまま僕は終わりたくない,84
ここで戦うことを決めたんだ,84
誰もじゃまさせない,84
身勝手なおだて言葉,84
raise,"84,146"
depends,"84,124"
叫び声を上げて,84
屁理屈だけ,84
2017,85
king,"85,86,87,88,122,161,242,269"
safer,"85,86,87,88"
swim,"85,86,87,88,146,204,228"
fact,"85,86,87,88,216,219,220,271"
dyou,"85,87,88"
dolphin,"85,86,87,88"
david,"85,86,87,88"
bowie,"85,86,87,88"
kissed,"85,86,87,88,244,277"
drive,"85,86,87,88,158,198,237,238,268"
klax,86
ohohohohh,"86,87,88"
edit,86
remix,"86,222"
mix,"86,227,252,253"
noone,86
2000,87
glastonbury,87
helden,88
remaster,88
reservation,89
wolfmother,89
converted,89
cheap,89
listened,89
sitting,"89,93,121,272"
extraordinary,90
track,"90,94,97,182,210,211,252,253"
ambassador,90
thank,"90,259"
baker,90
france,"90,219,220"
coquette,90
hatter,90
james,"90,199,237,238"
surprise,"90,177"
imposing,90
ohho,90
ohare,"90,107"
becky,90
nice,"90,122,124,155,173,182,230"
denis,"90,107"
half,"90,97,219,220"
reckoned,90
clow,90
foard,90
garfield,90
merwin,90
handsome,"90,224"
ann,90
terrifying,90
underneath,"91,146,244,252,253"
bare,91
started,"91,109,141,142,143,158,171,217,246,265,266,267,291"
carve,91
asked,"91,99"
react,91
grandfather,91
grandad,91
closed,91
knife,"91,225,226,227,269,278"
alcoholic,91
orphan,91
misery,"91,97"
tobacco,91
wooden,"91,186"
colour,91
booze,91
banana,91
person,"91,109"
barely,"91,97,206"
loss,"91,167,219,220,230"
15,91
murderer,91
kin,"91,219,220"
sat,"91,165,186"
deper,91
can,91
composure,91
solution,91
hid,91
regaining,91
dried,91
stair,"91,109"
stare,"91,94,222"
situation,"91,126,127,128"
extent,91
funded,91
decay,92
bike,"92,269,275,276"
covered,"92,236"
nowhere,"92,158,242"
latterman,92
snow,"92,177"
decided,"92,230"
porch,92
silence,"92,124,176,241,325"
explain,"92,93,230,251"
asks,92
pisa,93
randys,93
later,"93,158,177,278,289"
bridge,"93,235,327"
leapt,"93,109"
lem,"93,272"
college,"93,105,181,259"
fort,93
nevermind,93
globe,"93,186"
leaning,93
valley,"93,269"
composition,93
stripe,"93,237,238"
study,"93,162"
embarrass,93
alleghaney,93
teach,"93,173,230"
m,93
shaded,93
important,"93,124,163"
class,"93,230"
map,"93,97,158,194"
bubble,"93,237,238"
tower,93
aunt,93
area,93
state,"93,107,141,142,177,327"
keystone,93
shading,93
potential,93
paint,"93,271"
creek,"93,177"
pennslyvania,93
hmhm,93
closet,93
rugged,93
park,"93,177,210,211"
reading,"93,105"
bruce,"93,100,105,109,154"
plateau,93
unless,"93,289"
ruin,"93,243"
dimension,93
bum,"93,122"
uncle,"93,219,220"
learn,"93,99,117,152,153,215,219,220"
exploding,"93,291"
ridge,93
christian,"93,109"
interesting,"93,173"
born,"93,94,99,236,246"
john,"93,109,267"
halfbaked,93
winter,"93,148,290"
draw,"93,100,173"
germany,"93,135,143,158"
crusade,94
holdyourtongue,94
hearing,"94,180"
pirate,"94,222,223"
keeping,"94,228"
ship,"94,225,226,227"
bond,"94,237,238,273"
drowning,"94,254"
discipline,94
tired,"94,95,121,143,177,212,214,219,220,271"
spinning,94
monkey,94
mission,"94,200"
worse,"94,95,212,217"
parade,94
wouldnt,"94,178,179,212,256,257,258,259,260,261"
crush,"94,225,226,227,239"
begun,"94,146,269,325"
ground,"94,97,124,217,219,220,233,281,288,326"
staring,"94,196,272,291"
barreling,94
forward,94
bright,"94,125,146,218,245,275,276"
drown,"94,195,225,226,227,251"
monty,95
station,"95,223"
cracked,95
dunno,95
creep,"95,236,237,238"
shitty,95
lawrence,95
stayed,95
dragginh,95
bruised,"95,146"
belive,95
tile,95
pretend,"95,178,179,228,234,241,275,276"
sidewalk,95
smile,"95,126,160,162,178,179,196,200,212,222,230,275,276"
sign,"95,105,124,272"
melted,95
slamming,95
bent,"95,236"
sit,"95,217,219,220,223,230,282"
weight,"95,97,194"
palm,95
liquor,95
exhaustion,95
concave,95
scraping,95
burning,"95,97,269"
golden,"96,102,103,124"
marriage,"96,102,103"
join,"96,102,103"
fairy,"96,249"
victoria,"96,102,180"
pumpkin,"96,102,103"
godmother,96
horse,"96,102,103,291"
aand,96
impossible,"96,102,103,126,127,128"
foldelrol,96
fg,96
yellow,"96,102,103"
daft,"96,102,103"
beggar,96
fiddly,96
clark,"96,102,180"
sensible,"96,102,103"
possible,"96,102,103,206"
suppose,"96,262"
zany,96
eyed,"96,102,103"
dewy,"96,102,103"
bumpkin,"96,102,103"
anyhthing,96
rule,"96,102,103,124,143,193"
forgetting,"97,196"
secret,"97,178,179,294"
agony,97
vacancy,97
carry,"97,186,302,312,325"
becomes,97
bow,97
define,"97,196"
echo,"97,115"
reality,"97,206,241"
dragged,"97,269"
mass,97
remorse,97
halfway,"97,186,214"
stone,"97,197"
independence,97
haunt,97
pride,"97,146,176"
bliss,97
beneath,"97,204"
grow,"97,141,142,241"
charcoal,97
weve,"97,194"
slowly,97
memory,"97,176,204,229,252,253"
dipped,97
resonate,97
insanity,97
among,"97,107"
regret,"97,101,203"
torment,"97,241"
reminds,"97,167"
mud,97
near,"97,160"
resentment,97
brings,"97,112,187"
peru,98
silkworm,98
african,"98,252,253"
meek,98
princess,"98,161"
milan,98
milkmaid,98
silk,98
thief,98
flock,"98,219,220"
sport,98
huntress,98
fancy,"98,143"
prima,98
seek,"98,176"
men,"98,252,253,279,280,327"
sally,98
japan,98
heiress,98
command,98
jungle,98
calcutta,98
type,"98,106,229"
glad,"98,230,256,257,258,259,260,261"
obey,98
chair,98
mild,98
mermaid,98
dangerous,"98,182,200"
unarmed,98
corner,"98,124,141,142,166"
lioness,98
lair,98
donna,98
norwegian,98
quarry,98
greatest,"98,244,277,327"
confident,98
judging,99
belt,99
answered,99
bible,"99,327"
condemned,99
discrimination,99
tunnel,99
based,99
evolve,99
sex,"99,143,210,211,228,243,293"
condemning,99
bigot,99
forsaken,99
ignorance,99
judged,99
narrowminded,99
rejected,"99,218"
failure,99
plagued,99
somewhat,100
envious,100
confess,"100,197,224,254"
pulpit,100
panel,100
flying,"100,113,171"
alison,"100,158,198"
learned,"101,158"
frpm,101
may,"101,107,141,142,160,171,206"
save,"101,146,195,200,229,234"
finding,101
electric,101
resist,"101,230"
waiting,"101,106,124,178,179,200,202,214,243,251,256,257,258,259,260,261"
confused,101
2006,101
pay,"101,146,193,223,289,293"
factory,101
philadelphia,101
abuse,"101,111"
fray,101
foldarol,"102,103"
pom,"102,103"
ensemble,"102,103"
joinssible,"102,103"
fiddledeedee,"102,103"
worl,"102,103"
zannies,"102,103"
ohah,"102,103"
marie,"102,103,126,127,128"
kay,"104,173"
woke,104
bill,"104,146,177,327"
monday,104
hated,104
rise,"104,166,182,200,239,269"
showin,"104,200,237,238"
starr,104
breath,"104,187,236,254"
pill,"104,148"
curing,104
spoke,"105,143"
underline,105
bruise,105
idea,"105,107,109,197,216"
remove,105
griffin,"105,122,155"
messed,105
relieved,105
billion,105
commerical,105
thousand,105
peaceful,"105,112"
insane,105
popular,105
cherry,"105,277"
instantly,105
shall,"105,174"
birney,105
oberlin,105
15th,105
perez,105
cleaning,105
joel,105
noah,105
hinsdale,105
pete,105
seven,"105,143"
office,"105,107"
trauma,105
brochure,105
holding,"106,187"
eagle,106
knock,"106,290"
reach,"106,194,233,239,242,260"
suddenly,106
lifted,106
losing,"106,325"
newman,"106,140"
randy,106
relax,106
imagined,106
superhero,106
music,"106,124,126,162,167,180,190,191,192,202,249,261,265,266,267,271"
franklin,107
gentleman,"107,270"
hail,107
considered,107
possibility,107
jeffrey,107
wine,"107,210,211,236,327"
reproach,107
grand,"107,232"
glorious,107
presidency,107
united,"107,197,257"
aspire,107
toast,107
appendix,107
miami,107
reassures,107
roosevelt,107
limitless,107
mere,107
stomach,"107,176"
recordando,108
hoy,"108,189"
fue,"108,115,284"
cuidar,108
recuerdo,"108,189"
carta,108
supo,108
existe,"108,157,209"
ska,108
lamba,108
pecho,108
inspector,108
rencor,108
entrego,108
llorando,108
estara,108
chrisitan,109
blocked,109
union,"109,173"
joint,109
attenti,109
newfound,109
unable,109
tsunamilike,109
introduce,109
beginning,109
knowing,"109,217"
painting,109
working,"109,181,200,230"
dougs,109
hello,"109,173"
dammit,109
described,109
queerness,109
process,109
blaming,109
brinley,109
almost,"109,126,127,128,146"
meeting,"109,173"
hectoring,109
single,"109,143,161"
edge,"109,152,153,278"
revelation,"109,269"
shrewed,109
cosgroves,109
nel,"110,150,188"
lignora,110
tazza,110
sinebriì,110
gaudio,110
libiamo,110
così,110
cinvita,110
voluttà,110
lamore,110
giuseppe,"110,156,188"
abbella,110
caldi,110
calici,110
lieti,110
suscita,110
dividere,110
godiamo,110
nasce,"110,119,120"
fervido,110
onnipotente,110
destin,"110,150"
sami,110
verdi,"110,156,188"
fugace,110
follia,110
paradiso,"110,123"
tutto,"110,150,175"
nelieti,110
mondo,"110,123,183,184"
amore,"110,150,168"
accento,110
dite,110
piacer,"110,118"
goder,110
poichè,110
cantico,110
dellamore,110
giocondo,110
nol,110
infiora,110
lusinghier,110
nuovo,"110,123"
godiam,110
riso,110
ancora,110
nè,110
quando,"110,130,131,132,149,150,164,172"
tripudio,110
dì,"110,150,183,184"
bellezza,"110,183,184"
saprò,110
notte,"110,130,131,132,175"
scopra,110
fremiti,110
ciò,110
libiam,110
rapido,110
chi,110
può,"110,114,123,150,185"
os,110
questo,"110,118,123,150"
voi,"110,118,123,183,184"
muore,110
fuggevol,110
avrà,110
quellocchio,110
amuse,111
18,111
selling,111
glencer,111
saying,"111,121,146,289"
underestimate,111
magic,"111,265,266,267"
callin,112
earth,"112,171,234"
asking,"112,124"
uhuh,112
havoc,112
field,"112,237,238"
dyin,112
optimistic,112
cryin,"112,219,220"
bro,112
askin,"112,212,219,220"
homicide,112
overseas,112
loneliness,"112,113,256,257,258,259,260,261"
hate,"112,182,197,273,289"
lean,"112,292"
styrofoam,112
paradise,112
cup,112
happiness,"112,249,252,253"
chill,"112,210,211,271,278"
level,"112,124,281"
wake,"113,122,178,179,196"
santino,"113,122,171"
angel,"113,171,187,212,239"
dust,"113,171,181,195"
fontanalaura,113
evening,"113,224"
flaked,113
sunrise,113
vorrei,"114,137,138,156"
masetto,114
io,"114,123,150,156,168,183,184,185"
giovanni,114
pene,114
cangerò,114
felice,114
ci,"114,137,138,188"
dirai,114
fa,"114,118,130,131,132,183,184"
andiam,114
ristorar,114
innocente,114
diletto,114
vieni,114
sé,"114,133,287,292,293"
ver,"114,157,205,292,293"
sì,"114,150,168,183,184,188"
bene,114
forte,114
darem,114
duet,114
ancor,"114,150"
sarei,114
lontano,114
trema,114
cor,"114,123,149,150,164,185"
burlarmi,114
pietà,"114,137,138,183,184"
dun,"114,183,184,203"
partiam,114
bel,"114,156,175,185"
zerlina,114
cangierò,114
mañana,"115,287"
disimula,115
segura,115
dormía,115
ranquila,115
conmigo,115
mucho,115
propio,115
pasará,115
harta,115
importó,115
cogía,115
tienes,115
cualquier,115
dejame,115
seguimos,115
mejor,115
sonrió,115
ante,"115,149,209,287"
tumbaba,115
esperar,115
fondo,115
empresa,115
tranquila,115
todo,"115,159,164,189,209,287,293"
estarás,115
dudó,115
besol,115
metía,115
quería,115
quédate,115
piratas,115
esto,"115,284,287"
quedas,115
podría,115
expresa,115
queja,"115,159"
claro,115
cogió,115
estaré,115
estabann,115
mejila,115
caminando,115
abrazaba,115
seremos,115
destrozado,115
aún,"115,287"
contenta,115
fastidiando,115
pasa,115
dejó,115
mayor,115
dijo,"115,189"
mueca,115
dio,"115,137,138,183,184"
era,"115,229"
verás,115
pesar,115
peor,115
menos,115
encima,115
aprender,115
sólo,"115,293"
recogiendo,115
tocaba,115
cuidaré,115
estado,115
importa,"115,144"
bien,"115,147"
aprendido,115
cae,115
demasiado,115
nunca,"115,287"
puerta,115
jugaba,115
empezaré,115
siendo,115
irá,115
sigue,115
colegio,115
preocupes,115
lado,"115,164"
llegar,115
cocina,115
suelo,"115,292"
friendship,116
guarding,116
capable,"116,124"
tightening,116
society,"116,124,163"
net,116
warning,"116,293"
morphine,116
revenge,116
predicted,116
inferno,116
telling,"116,289"
encourages,116
toll,"116,236"
unthinkable,116
proud,116
watching,"116,154,212,289,291"
dancin,117
thatll,117
shown,117
raineys,117
stomp,117
